,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,year,month,pct_change,Trend,21 moving average,34 moving average,average,std 20,std14,upperband,lowerband
15,BAJFINANCE,EQ,2017-06-05,1361.25,1368.55,1372.65,1348.05,1361.75,1363.1,1361.85,570009,776267840.1,16609,161674,28.36,2017,6,0.1359045,No change,,,1300.9321428571425,44.831713565385684,44.831713565385684,1390.595569987914,1211.268715726371
16,BAJFINANCE,EQ,2017-06-06,1363.1,1363.4,1367.9,1325.0,1333.65,1336.65,1342.1,601678,807514827.4,22461,242587,40.32,2017,6,-1.940429902,Negative,,,1301.7785714285712,45.42494534218677,45.42494534218677,1392.6284621129448,1210.9286807441977
17,BAJFINANCE,EQ,2017-06-07,1336.65,1341.1,1360.0,1335.1,1341.3,1343.15,1346.68,550988,742007098.0,15482,219513,39.84,2017,6,0.48629035299999995,No change,,,1303.8214285714287,46.66953673801204,46.66953673801204,1397.1605020474528,1210.4823550954045
18,BAJFINANCE,EQ,2017-06-08,1343.15,1344.9,1372.0,1344.7,1360.0,1361.7,1360.76,570819,776748073.5,19214,220896,38.7,2017,6,1.381081785,Positive,,,1309.0035714285714,48.89022815799348,48.89022815799348,1406.7840277445584,1211.2231151125843
19,BAJFINANCE,EQ,2017-06-09,1361.7,1358.0,1382.0,1343.7,1370.0,1376.85,1367.45,530582,725541900.2,23351,178831,33.7,2017,6,1.112579863,Positive,,,1318.6249999999998,47.9671672565244,47.9671672565244,1414.5593345130485,1222.690665486951
20,BAJFINANCE,EQ,2017-06-12,1376.85,1369.95,1383.0,1356.55,1369.0,1364.95,1367.4,370028,505978055.5,14815,103847,28.06,2017,6,-0.86429168,Slight negative,1317.9547619047619,,1327.9964285714284,42.628761797847105,42.628761797847105,1413.2539521671226,1242.7389049757342
21,BAJFINANCE,EQ,2017-06-13,1364.95,1374.0,1380.0,1361.0,1362.0,1371.5,1373.62,435644,598410870.9,22238,190154,43.65,2017,6,0.47987105799999996,No change,1319.790476190476,,1338.5071428571428,31.897762503775358,31.897762503775358,1402.3026678646934,1274.7116178495921
22,BAJFINANCE,EQ,2017-06-14,1371.5,1374.2,1375.0,1354.0,1360.0,1361.0,1365.29,634727,866584207.5,29134,339284,53.45,2017,6,-0.765585126,Slight negative,1320.4214285714286,,1345.8035714285713,22.604309189976266,22.604309189976266,1391.0121898085238,1300.594953048619
23,BAJFINANCE,EQ,2017-06-15,1361.0,1361.1,1413.0,1352.2,1409.3,1405.25,1386.17,1569774,2175971915.0,46282,740293,47.16,2017,6,3.2512858189999996,Among top gainers,1324.252380952381,,1352.05,26.0854218054689,26.0854218054689,1404.2208436109377,1299.8791563890622
24,BAJFINANCE,EQ,2017-06-16,1405.25,1415.0,1424.85,1403.3,1406.0,1410.3,1415.04,824516,1166727045.0,36654,332550,40.33,2017,6,0.35936666100000003,No change,1328.8119047619048,,1359.3964285714285,27.024436692952953,27.024436692952953,1413.4453019573343,1305.3475551855227
25,BAJFINANCE,EQ,2017-06-19,1410.3,1405.2,1421.7,1395.6,1400.1,1399.85,1405.58,426223,599091881.1,20625,170557,40.02,2017,6,-0.740977097,Slight negative,1334.0833333333333,,1364.9892857142856,26.68964203128685,26.68964203128685,1418.3685697768594,1311.6100016517119
26,BAJFINANCE,EQ,2017-06-20,1399.85,1407.7,1432.9,1395.05,1411.5,1409.6,1418.2,781161,1107841162.0,38166,294753,37.73,2017,6,0.6965031970000001,Slight positive,1342.0571428571425,,1370.8928571428569,26.769068380838608,26.769068380838608,1424.430993904534,1317.3547203811797
27,BAJFINANCE,EQ,2017-06-21,1409.6,1404.8,1426.0,1401.0,1419.9,1416.65,1416.69,449181,636348673.3,23993,170175,37.89,2017,6,0.500141884,Slight positive,1350.7666666666664,,1377.2714285714285,26.229326762568054,26.229326762568054,1429.7300820965645,1324.8127750462925
28,BAJFINANCE,EQ,2017-06-22,1416.65,1419.0,1427.0,1395.3,1400.0,1401.8,1410.93,477586,673842667.7,31890,240623,50.38,2017,6,-1.048247626,Negative,1359.2166666666665,,1380.167857142857,26.560848914425318,26.560848914425318,1433.2895549717075,1327.0461593140064
29,BAJFINANCE,EQ,2017-06-23,1401.8,1405.0,1415.5,1366.0,1400.0,1400.75,1391.87,620781,864045572.7,27030,213449,34.38,2017,6,-0.074903695,No change,1365.9738095238095,,1382.857142857143,26.605789256814102,26.605789256814102,1436.068721370771,1329.6455643435147
30,BAJFINANCE,EQ,2017-06-27,1400.75,1400.0,1400.0,1336.75,1341.0,1349.95,1361.84,1053829,1435142569.0,37982,522564,49.59,2017,6,-3.626628592,Among top losers,1367.5047619047618,,1383.8071428571427,25.019114670608996,25.019114670608996,1433.8453721983608,1333.7689135159246
31,BAJFINANCE,EQ,2017-06-28,1349.95,1341.0,1377.0,1313.9,1371.0,1372.35,1353.9,998218,1351490429.0,30259,430604,43.14,2017,6,1.6593207159999999,Positive,1370.5952380952378,,1385.8928571428569,22.454722452961743,22.454722452961743,1430.8023020487803,1340.9834122369334
32,BAJFINANCE,EQ,2017-06-29,1372.35,1379.0,1394.85,1366.5,1369.65,1376.3,1381.08,726869,1003865048.0,17813,296476,40.79,2017,6,0.28782744899999996,No change,1373.2023809523807,,1386.9357142857139,21.566163210093237,21.566163210093237,1430.0680407059003,1343.8033878655274
33,BAJFINANCE,EQ,2017-06-30,1376.3,1367.6,1380.0,1352.5,1373.55,1373.1,1364.0,496260,676901079.6,31246,216431,43.61,2017,6,-0.232507448,No change,1375.3999999999996,1344.8661764705882,1386.6678571428567,21.72377824432883,21.72377824432883,1430.1154136315145,1343.220300654199
34,BAJFINANCE,EQ,2017-07-03,1373.1,1380.0,1390.0,1366.5,1384.0,1387.15,1380.67,446514,616490664.5,18913,193216,43.27,2017,7,1.023232103,Positive,1378.2476190476189,1346.4602941176472,1388.2535714285711,20.807464121963434,20.807464121963434,1429.868499672498,1346.6386431846443
35,BAJFINANCE,EQ,2017-07-04,1387.15,1390.0,1408.75,1376.55,1378.0,1379.55,1388.07,704342,977677586.1,23191,350690,49.79,2017,7,-0.547885953,Slight negative,1379.1190476190475,1347.3955882352943,1388.828571428571,20.416431111745307,20.416431111745307,1429.6614336520615,1347.9957092050804
36,BAJFINANCE,EQ,2017-07-05,1379.55,1375.0,1407.0,1370.1,1399.0,1398.55,1391.6,643929,896093763.4,25001,298889,46.42,2017,7,1.377260701,Positive,1380.8071428571427,1349.564705882353,1391.510714285714,18.888663455703764,18.888663455703764,1429.2880411971214,1353.7333873743064
37,BAJFINANCE,EQ,2017-07-06,1398.55,1398.9,1413.5,1392.35,1397.5,1399.3,1404.77,418130,587376329.2,25318,178634,42.72,2017,7,0.053626970999999996,No change,1383.790476190476,1352.0573529411765,1391.0857142857137,18.62078479478264,18.62078479478264,1428.327283875279,1353.8441446961485
38,BAJFINANCE,EQ,2017-07-07,1399.3,1398.5,1403.6,1387.4,1393.0,1391.7,1395.07,202005,281811710.3,8185,75611,37.43,2017,7,-0.543128707,Slight negative,1386.1023809523806,1355.0735294117646,1389.7571428571425,17.78939676781141,17.78939676781141,1425.3359363927652,1354.1783493215198
39,BAJFINANCE,EQ,2017-07-10,1391.7,1451.55,1451.55,1395.1,1411.55,1412.8,1410.24,150018,211560811.1,3910,96462,64.3,2017,7,1.51613135,Positive,1388.535714285714,1360.0926470588236,1390.6821428571425,18.669479486201414,18.669479486201414,1428.0211018295454,1353.3431838847396
40,BAJFINANCE,EQ,2017-07-11,1412.8,1419.4,1431.0,1409.6,1422.0,1419.2,1422.27,665556,946603580.4,28991,319337,47.98,2017,7,0.45300113299999994,No change,1390.5523809523806,1365.5470588235294,1391.367857142857,19.572239044339632,19.572239044339632,1430.5123352315363,1352.2233790541777
41,BAJFINANCE,EQ,2017-07-12,1419.2,1424.5,1452.0,1420.0,1452.0,1443.7,1435.9,654934,940419643.0,16957,308664,47.13,2017,7,1.72632469,Positive,1394.3023809523806,1371.9985294117646,1393.2999999999997,23.249722909845552,23.249722909845552,1439.7994458196908,1346.8005541803086
42,BAJFINANCE,EQ,2017-07-13,1443.7,1452.0,1489.5,1450.9,1482.1,1485.9,1473.08,1011798,1490462163.0,45659,496745,49.1,2017,7,2.923044954,Positive,1399.7499999999998,1378.6764705882354,1399.3071428571427,33.995988774372044,33.995988774372044,1467.2991204058867,1331.3151653083987
43,BAJFINANCE,EQ,2017-07-14,1485.9,1485.0,1508.65,1470.65,1495.0,1499.4,1488.5,570522,849222446.0,19927,262514,46.01,2017,7,0.908540279,Slight positive,1406.340476190476,1384.0176470588235,1406.3535714285715,43.27534590487737,43.27534590487737,1492.9042632383262,1319.8028796188169
44,BAJFINANCE,EQ,2017-07-17,1499.4,1504.95,1549.7,1488.05,1538.55,1538.5,1525.27,947006,1444438289.0,29590,327928,34.63,2017,7,2.607709751,Positive,1412.685714285714,1390.8132352941177,1419.8214285714287,52.68759419842164,52.68759419842164,1525.1966169682719,1314.4462401745855
45,BAJFINANCE,EQ,2017-07-18,1538.5,1537.95,1545.15,1507.0,1514.95,1512.35,1524.5,501708,764854066.7,24617,215197,42.89,2017,7,-1.6997075069999998,Negative,1417.545238095238,1396.425,1429.8214285714287,56.15621999347906,56.15621999347906,1542.133868558387,1317.5089885844704
46,BAJFINANCE,EQ,2017-07-19,1512.35,1519.65,1577.4,1515.0,1544.0,1541.85,1548.11,2655273,4110642035.0,92367,653995,24.63,2017,7,1.950606672,Positive,1424.3071428571427,1402.745588235294,1441.6464285714285,61.22091291847423,61.22091291847423,1564.088254408377,1319.20460273448
47,BAJFINANCE,EQ,2017-07-20,1541.85,1551.0,1608.0,1547.1,1587.25,1595.35,1587.31,2169635,3443890632.0,71082,733445,33.8,2017,7,3.4698576389999998,Among top gainers,1433.1523809523808,1410.6279411764706,1457.5214285714285,70.23146269050876,70.23146269050876,1597.984353952446,1317.0585031904109
48,BAJFINANCE,EQ,2017-07-21,1595.35,1598.9,1631.5,1585.0,1623.0,1621.35,1613.88,1380541,2228031116.0,54293,459973,33.32,2017,7,1.629736421,Positive,1442.8999999999996,1418.2779411764704,1474.2499999999998,79.46542063641924,79.46542063641924,1633.1808412728383,1315.3191587271613
49,BAJFINANCE,EQ,2017-07-24,1621.35,1633.0,1637.3,1587.95,1602.0,1597.4,1609.17,835475,1344419753.0,38922,320470,38.36,2017,7,-1.477164092,Negative,1452.2142857142856,1425.1691176470588,1489.810714285714,80.81304202286266,80.81304202286266,1651.4367983314394,1328.1846302399888
50,BAJFINANCE,EQ,2017-07-25,1597.4,1606.9,1632.9,1600.0,1632.7,1627.5,1621.22,813854,1319436780.0,35029,289558,35.58,2017,7,1.884312007,Positive,1463.0119047619046,1433.7235294117647,1506.1642857142856,84.02627434451517,84.02627434451517,1674.216834403316,1338.1117370252553
51,BAJFINANCE,EQ,2017-07-26,1627.5,1636.0,1695.75,1630.0,1691.15,1687.15,1665.45,1475906,2458050594.0,49277,490085,33.21,2017,7,3.665130568,Among top gainers,1479.0690476190475,1443.8411764705882,1526.7250000000001,90.80954022653006,90.80954022653006,1708.3440804530603,1345.10591954694
52,BAJFINANCE,EQ,2017-07-27,1687.15,1704.0,1739.8,1671.1,1673.9,1679.35,1709.8,1955562,3343620960.0,62265,565168,28.9,2017,7,-0.46231811,No change,1493.688095238095,1453.1838235294117,1547.2714285714285,90.44986013146799,90.44986013146799,1728.1711488343644,1366.3717083084925
53,BAJFINANCE,EQ,2017-07-28,1679.35,1672.0,1710.9,1662.55,1702.2,1701.35,1694.75,926268,1569796006.0,38831,231827,25.03,2017,7,1.310030667,Positive,1509.1666666666665,1462.7279411764705,1567.8821428571428,90.32663932626924,90.32663932626924,1748.5354215096813,1387.2288642046042
54,BAJFINANCE,EQ,2017-07-31,1701.35,1718.0,1724.0,1697.6,1705.65,1703.1,1708.39,576928,985615846.1,23982,229995,39.87,2017,7,0.10285949400000001,No change,1524.8809523809523,1472.6735294117648,1588.160714285714,86.15108637774587,86.15108637774587,1760.4628870412057,1415.8585415302223
55,BAJFINANCE,EQ,2017-08-01,1703.1,1709.9,1727.9,1706.05,1718.0,1716.25,1718.82,692591,1190439655.0,31158,307909,44.46,2017,8,0.7721214259999999,Slight positive,1540.5523809523809,1482.8132352941177,1607.6285714285711,81.67389591984178,81.67389591984178,1770.9763632682548,1444.2807795888875
56,BAJFINANCE,EQ,2017-08-02,1716.25,1724.95,1726.2,1691.1,1705.0,1707.2,1708.87,396171,677006159.4,16443,94058,23.74,2017,8,-0.5273124539999999,Slight negative,1556.1547619047617,1492.995588235294,1623.4357142857139,77.61672705468315,77.61672705468315,1778.66916839508,1468.2022601763476
57,BAJFINANCE,EQ,2017-08-03,1707.2,1714.0,1729.0,1698.05,1708.0,1701.75,1713.46,775709,1329143630.0,38229,345257,44.51,2017,8,-0.31923617600000004,No change,1570.592857142857,1501.7161764705882,1637.8892857142853,71.32818026173388,71.32818026173388,1780.545646237753,1495.2329251908175
58,BAJFINANCE,EQ,2017-08-04,1701.75,1704.9,1730.0,1701.05,1729.55,1723.45,1714.61,710636,1218461438.0,30960,328620,46.24,2017,8,1.2751579259999999,Positive,1586.028571428571,1510.9264705882351,1651.0999999999997,68.57859331845691,68.57859331845691,1788.2571866369135,1513.9428133630859
59,BAJFINANCE,EQ,2017-08-07,1723.45,1735.5,1805.95,1729.6,1800.0,1798.15,1781.41,1504033,2679297945.0,45419,563718,37.48,2017,8,4.334329397,Among top gainers,1605.3833333333332,1522.641176470588,1671.5142857142855,66.60852460046215,66.60852460046215,1804.7313349152098,1538.2972365133612
60,BAJFINANCE,EQ,2017-08-08,1798.15,1813.0,1829.5,1772.0,1778.0,1779.8,1798.06,1761065,3166505882.0,52781,788011,44.75,2017,8,-1.020493285,Negative,1622.8595238095236,1533.5294117647059,1688.5107142857141,61.108800129739876,61.108800129739876,1810.7283145451938,1566.2931140262344
61,BAJFINANCE,EQ,2017-08-09,1779.8,1769.9,1769.9,1682.55,1693.0,1697.7,1725.25,1899560,3277223611.0,55363,1150309,60.56,2017,8,-4.612877851,Among top losers,1636.1214285714284,1541.795588235294,1695.8214285714287,54.91460753641881,54.91460753641881,1805.6506436442662,1585.9922134985911
62,BAJFINANCE,EQ,2017-08-10,1697.7,1680.0,1689.9,1610.05,1650.0,1635.6,1655.57,1835002,3037977637.0,53350,1046613,57.04,2017,8,-3.6578900869999997,Among top losers,1645.2595238095237,1548.6720588235291,1696.8392857142858,53.54301354472247,53.54301354472247,1803.9253128037308,1589.7532586248408
63,BAJFINANCE,EQ,2017-08-11,1635.6,1590.0,1732.6,1590.0,1704.9,1695.4,1678.57,3505576,5884367717.0,71055,1489630,42.49,2017,8,3.656150648,Among top gainers,1655.235714285714,1557.3382352941173,1703.8392857142858,45.31683834858586,45.31683834858586,1794.4729624114575,1613.205609017114
64,BAJFINANCE,EQ,2017-08-14,1695.4,1721.3,1742.35,1705.0,1717.0,1710.9,1718.56,1311855,2254500538.0,49700,678202,51.7,2017,8,0.9142385279999999,Slight positive,1665.3071428571427,1567.9544117647058,1709.7964285714286,39.635209018697125,39.635209018697125,1789.0668466088227,1630.5260105340344
65,BAJFINANCE,EQ,2017-08-16,1710.9,1730.0,1730.0,1683.2,1725.0,1721.35,1704.39,705754,1202879178.0,27125,233605,33.1,2017,8,0.6107896429999999,Slight positive,1674.0142857142855,1578.2191176470587,1712.2392857142856,39.18342064313002,39.18342064313002,1790.6061270005457,1633.8724444280256
66,BAJFINANCE,EQ,2017-08-17,1721.35,1730.0,1762.5,1720.5,1722.0,1728.75,1740.6,729269,1269367431.0,21925,165060,22.63,2017,8,0.42989514,No change,1684.3190476190475,1588.585294117647,1715.767857142857,38.20593292198637,38.20593292198637,1792.1797229868298,1639.3559912988844
67,BAJFINANCE,EQ,2017-08-18,1728.75,1710.0,1722.9,1688.5,1701.0,1704.95,1705.49,932335,1590085129.0,52990,463361,49.7,2017,8,-1.376717281,Negative,1692.0857142857142,1598.345588235294,1716.025,38.113432671431745,38.113432671431745,1792.2518653428635,1639.7981346571366
68,BAJFINANCE,EQ,2017-08-21,1704.95,1704.95,1731.0,1678.55,1685.2,1690.6,1712.76,1090057,1867000637.0,38619,706412,64.81,2017,8,-0.8416669109999999,Slight negative,1696.6214285714284,1607.2705882352939,1715.132142857143,38.58303038275046,38.58303038275046,1792.298203622644,1637.966082091642
69,BAJFINANCE,EQ,2017-08-22,1690.6,1708.0,1713.6,1662.55,1683.0,1682.9,1690.26,654334,1105993187.0,26671,181249,27.7,2017,8,-0.45545959999999996,No change,1699.5523809523809,1616.1926470588232,1712.7500000000002,39.526690106420446,39.526690106420446,1791.8033802128411,1633.6966197871593
70,BAJFINANCE,EQ,2017-08-23,1682.9,1695.9,1784.7,1695.9,1779.0,1779.3,1750.64,1825088,3195076773.0,63224,560673,30.72,2017,8,5.7282072610000005,Among top gainers,1708.2142857142858,1627.3911764705879,1717.9,43.26790869774823,43.26790869774823,1804.4358173954965,1631.3641826045036
71,BAJFINANCE,EQ,2017-08-24,1779.3,1791.4,1797.7,1752.8,1761.9,1760.1,1772.56,1324532,2347815322.0,38863,509761,38.49,2017,8,-1.079076041,Negative,1714.5285714285715,1638.0029411764701,1722.0678571428573,44.38838901863953,44.38838901863953,1810.8446351801363,1633.2910791055783
72,BAJFINANCE,EQ,2017-08-28,1760.1,1773.5,1837.4,1767.0,1831.0,1829.95,1813.4,1347345,2443272982.0,51479,438245,32.53,2017,8,3.9685245160000004,Among top gainers,1721.3285714285712,1650.892647058823,1729.675,52.94464725613593,52.94464725613593,1835.5642945122718,1623.7857054877281
73,BAJFINANCE,EQ,2017-08-29,1829.95,1835.0,1835.0,1762.0,1770.0,1773.4,1793.0,1482257,2657680345.0,49517,513073,34.61,2017,8,-3.090248367,Among top losers,1725.8071428571427,1661.4985294117641,1727.9071428571428,50.85428601989363,50.85428601989363,1829.61571489693,1626.1985708173556
74,BAJFINANCE,EQ,2017-08-30,1773.4,1798.0,1819.4,1777.05,1788.0,1788.05,1801.47,1064601,1917843415.0,32167,301971,28.36,2017,8,0.826096763,Slight positive,1729.9357142857143,1672.347058823529,1728.4964285714286,51.544970896538636,51.544970896538636,1831.586370364506,1625.4064867783513
75,BAJFINANCE,EQ,2017-08-31,1788.05,1797.4,1805.7,1770.0,1790.0,1781.9,1787.47,1116765,1996186848.0,32145,568768,50.93,2017,8,-0.34395011299999995,No change,1733.6880952380955,1682.2941176470586,1734.5107142857144,52.57713080860977,52.57713080860977,1839.664975902934,1629.3564526684947
76,BAJFINANCE,EQ,2017-09-01,1781.9,1790.0,1807.0,1790.0,1799.95,1799.95,1799.21,489396,880526551.2,19357,144505,29.53,2017,9,1.01296369,Positive,1737.6738095238095,1691.5308823529408,1746.2500000000002,46.827202810723534,46.827202810723534,1839.9044056214473,1652.5955943785532
77,BAJFINANCE,EQ,2017-09-04,1799.95,1797.95,1820.0,1775.55,1801.0,1801.35,1798.73,658965,1185298372.0,25495,132434,20.1,2017,9,0.07777993799999999,No change,1742.157142857143,1700.411764705882,1753.8178571428573,46.53758037717832,46.53758037717832,1846.893017897214,1660.7426963885007
78,BAJFINANCE,EQ,2017-09-05,1801.35,1809.85,1815.3,1784.55,1793.0,1794.4,1798.68,741229,1333236272.0,30165,269209,36.32,2017,9,-0.385821745,No change,1746.5690476190478,1707.9382352941172,1759.7821428571428,45.96123202113693,45.96123202113693,1851.7046068994166,1667.859678814869
79,BAJFINANCE,EQ,2017-09-06,1794.4,1782.0,1883.0,1777.7,1859.7,1858.95,1845.35,2742892,5061604599.0,66627,683408,24.92,2017,9,3.59730272,Among top gainers,1753.0214285714287,1718.1323529411761,1769.6107142857145,51.49045908101128,51.49045908101128,1872.591632447737,1666.629796123692
80,BAJFINANCE,EQ,2017-09-07,1858.95,1880.0,1985.9,1871.15,1963.0,1963.2,1927.47,4271734,8233649354.0,88541,1597886,37.41,2017,9,5.608004519,Among top gainers,1760.8809523809523,1730.5249999999996,1786.3571428571431,71.43985597674218,71.43985597674218,1929.2368548106274,1643.4774309036588
81,BAJFINANCE,EQ,2017-09-08,1963.2,1970.0,1974.95,1881.0,1888.0,1891.2,1912.28,2856329,5462110854.0,97619,874438,30.61,2017,9,-3.6674816630000002,Among top losers,1766.185714285714,1739.2264705882349,1799.6607142857144,72.44870912097967,72.44870912097967,1944.5581325276737,1654.7632960437552
82,BAJFINANCE,EQ,2017-09-11,1891.2,1900.0,1935.45,1898.05,1921.3,1920.45,1921.36,1098804,2111197299.0,35104,258097,23.49,2017,9,1.546637056,Positive,1776.792857142857,1748.0235294117642,1816.0785714285719,71.8742323418127,71.8742323418127,1959.8270361121972,1672.3301067449465
83,BAJFINANCE,EQ,2017-09-12,1920.45,1935.0,1935.0,1886.6,1894.0,1894.4,1897.68,1473997,2797173472.0,36080,777639,52.76,2017,9,-1.356452915,Negative,1789.1166666666666,1756.7588235294113,1831.1857142857148,63.46369170505865,63.46369170505865,1958.113097695832,1704.2583308755975
84,BAJFINANCE,EQ,2017-09-13,1894.4,1895.0,1924.7,1895.0,1910.6,1907.15,1911.94,810810,1550220895.0,27216,282546,34.85,2017,9,0.673036318,Slight positive,1799.1999999999998,1764.9838235294112,1840.3178571428577,64.61139637253119,64.61139637253119,1969.5406498879202,1711.0950643977953
85,BAJFINANCE,EQ,2017-09-14,1907.15,1913.0,1935.5,1901.0,1913.9,1909.9,1916.61,951870,1824360919.0,37832,322852,33.92,2017,9,0.14419421699999999,No change,1808.6761904761904,1771.5352941176466,1851.017857142858,62.67997658172215,62.67997658172215,1976.3778103063023,1725.6579039794137
86,BAJFINANCE,EQ,2017-09-15,1909.9,1895.6,1912.1,1881.4,1903.55,1902.75,1897.94,922149,1750185270.0,37374,318560,34.55,2017,9,-0.37436515,No change,1817.3142857142857,1778.1058823529406,1856.2178571428578,63.80736214799378,63.80736214799378,1983.8325814388454,1728.6031328468703
87,BAJFINANCE,EQ,2017-09-18,1902.75,1916.0,1929.25,1906.6,1912.5,1911.65,1918.61,430947,826819504.3,16318,180792,41.95,2017,9,0.467744055,No change,1826.0238095238096,1784.2911764705877,1866.0928571428578,60.62281830219204,60.62281830219204,1987.338493747242,1744.8472205384737
88,BAJFINANCE,EQ,2017-09-19,1911.65,1924.1,1928.7,1904.05,1912.0,1911.8,1916.78,598020,1146272073.0,22194,253830,42.45,2017,9,0.007846625,No change,1835.8738095238098,1790.4294117647057,1874.9321428571436,57.2989683325755,57.2989683325755,1989.5300795222947,1760.3342061919925
89,BAJFINANCE,EQ,2017-09-20,1911.8,1918.8,1918.85,1900.0,1904.5,1904.9,1907.55,377551,720198208.9,20822,145930,38.65,2017,9,-0.36091641399999996,No change,1846.0785714285719,1795.9779411764703,1883.7178571428578,51.02313429725707,51.02313429725707,1985.764125737372,1781.6715885483436
90,BAJFINANCE,EQ,2017-09-21,1904.9,1908.0,1926.0,1871.55,1916.6,1919.5,1900.63,754880,1434748303.0,32860,244885,32.44,2017,9,0.766444433,Slight positive,1857.3452380952385,1802.2220588235293,1892.2571428571434,45.6458939814094,45.6458939814094,1983.5489308199622,1800.9653548943247
91,BAJFINANCE,EQ,2017-09-22,1919.5,1910.0,1910.0,1847.0,1858.0,1863.15,1868.15,1772943,3312125707.0,72997,926222,52.24,2017,9,-2.935660328,Negative,1861.3380952380955,1806.9691176470587,1896.6714285714295,38.626847549958946,38.626847549958946,1973.9251236713474,1819.4177334715116
92,BAJFINANCE,EQ,2017-09-25,1863.15,1859.95,1859.95,1759.0,1799.7,1796.0,1802.04,1826884,3292126622.0,67330,838025,45.87,2017,9,-3.604111317,Among top losers,1863.0476190476195,1809.1029411764705,1896.7857142857151,38.30198040958355,38.30198040958355,1973.3896751048821,1820.1817534665481
93,BAJFINANCE,EQ,2017-09-26,1796.0,1796.0,1862.8,1780.95,1839.0,1840.1,1819.82,1044947,1901610946.0,35310,221426,21.19,2017,9,2.45545657,Positive,1863.5309523809528,1810.3367647058822,1895.4392857142864,40.02680918204854,40.02680918204854,1975.4929040783834,1815.3856673501894
