,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,year,month,pct_change,Trend,21 moving average,34 moving average,average,std 20,std14,upperband,lowerband
94,BAJFINANCE,EQ,2017-09-27,1840.1,1859.0,1859.0,1795.25,1808.2,1806.75,1820.25,764148,1390939693.0,28133,178509,23.36,2017,9,-1.8124015,Negative,1865.119047619048,1811.1294117647058,1884.2642857142862,41.46716694042863,41.46716694042863,1967.1986195951436,1801.3299518334288
95,BAJFINANCE,EQ,2017-09-28,1806.75,1817.0,1855.0,1791.0,1840.2,1842.85,1836.41,3925555,7208934248.0,62434,2845520,72.49,2017,9,1.99806282,Positive,1867.7285714285715,1815.3985294117647,1880.8107142857148,42.83590863610538,42.83590863610538,1966.4825315579255,1795.138897013504
96,BAJFINANCE,EQ,2017-09-29,1842.85,1857.95,1875.0,1830.35,1836.1,1838.05,1857.6,1216964,2260636381.0,48509,384644,31.61,2017,9,-0.260466126,No change,1870.4023809523812,1821.3529411764705,1874.9250000000004,42.63090135100903,42.63090135100903,1960.1868027020184,1789.6631972979824
97,BAJFINANCE,EQ,2017-10-03,1838.05,1860.0,1873.5,1831.7,1872.95,1867.8,1856.41,975293,1810539250.0,33905,535047,54.86,2017,10,1.618563151,Positive,1873.633333333334,1826.4235294117648,1873.025,42.28754021803319,42.28754021803319,1957.6000804360665,1788.4499195639337
98,BAJFINANCE,EQ,2017-10-04,1867.8,1879.95,1879.95,1852.0,1862.0,1862.65,1863.91,538069,1002910578.0,23734,169438,31.49,2017,10,-0.275725452,No change,1876.5523809523816,1830.8867647058823,1869.8464285714288,41.18321850296804,41.18321850296804,1952.212865577365,1787.4799915654926
99,BAJFINANCE,EQ,2017-10-05,1862.65,1865.0,1885.5,1855.4,1867.0,1866.2,1872.35,398463,746062275.8,18446,88363,22.18,2017,10,0.19058867699999998,No change,1879.971428571429,1835.1470588235295,1866.7250000000001,39.537079723677124,39.537079723677124,1945.7991594473544,1787.6508405526458
100,BAJFINANCE,EQ,2017-10-06,1866.2,1880.0,1934.55,1868.4,1926.0,1923.6,1906.7,1227615,2340687927.0,31737,293154,23.88,2017,10,3.075768942,Among top gainers,1883.0500000000004,1840.8779411764706,1868.2142857142858,41.3495997030669,41.3495997030669,1950.9134851204196,1785.515086308152
101,BAJFINANCE,EQ,2017-10-09,1923.6,1928.0,1954.0,1916.0,1940.5,1941.3,1938.19,999574,1937362471.0,35652,314837,31.5,2017,10,0.9201497190000001,Slight positive,1882.0071428571437,1847.829411764706,1870.3321428571428,44.3927645141442,44.3927645141442,1959.1176718854313,1781.5466138288543
102,BAJFINANCE,EQ,2017-10-10,1941.3,1944.0,1959.4,1943.0,1949.75,1950.8,1950.94,517117,1008863606.0,20493,158575,30.67,2017,10,0.489362798,No change,1884.8452380952392,1855.4823529411767,1873.117857142857,48.251088497652106,48.251088497652106,1969.6200341381611,1776.615680147553
103,BAJFINANCE,EQ,2017-10-11,1950.8,1967.0,1967.0,1901.95,1922.85,1923.55,1933.33,726978,1405488999.0,28265,277413,38.16,2017,10,-1.396862826,Negative,1884.9928571428584,1862.5602941176473,1874.4499999999996,49.43887445818086,49.43887445818086,1973.3277489163613,1775.5722510836379
104,BAJFINANCE,EQ,2017-10-12,1923.55,1940.0,1957.75,1923.0,1953.0,1953.15,1939.04,1019350,1976564299.0,20123,604957,59.35,2017,10,1.53882145,Positive,1887.7904761904774,1867.673529411765,1876.8535714285713,52.51954751212713,52.51954751212713,1981.8926664528256,1771.814476404317
105,BAJFINANCE,EQ,2017-10-13,1953.15,1955.1,1973.7,1948.45,1953.0,1953.05,1955.5,849832,1661844703.0,26474,460159,54.15,2017,10,-0.0051199340000000005,No change,1889.976190476192,1873.3485294117652,1883.2749999999996,56.08973493772334,56.08973493772334,1995.4544698754464,1771.0955301245529
106,BAJFINANCE,EQ,2017-10-16,1953.05,1966.0,1967.0,1875.35,1882.45,1886.3,1920.54,2652753,5094715937.0,78653,1341251,50.56,2017,10,-3.4177312410000003,Among top losers,1888.8523809523824,1875.0058823529416,1889.7249999999997,50.16016558523207,50.16016558523207,1990.045331170464,1789.4046688295355
107,BAJFINANCE,EQ,2017-10-17,1886.3,1880.25,1902.0,1856.4,1872.0,1867.1,1879.04,1782421,3349239353.0,55613,604632,33.92,2017,10,-1.017865663,Negative,1887.1547619047633,1877.7617647058828,1891.653571428571,48.600195727226364,48.600195727226364,1988.8539628830238,1794.4531799741183
108,BAJFINANCE,EQ,2017-10-18,1867.1,1870.0,1884.0,1848.65,1872.9,1868.5,1867.98,710046,1326354711.0,31751,262659,36.99,2017,10,0.074982593,No change,1885.1000000000013,1880.1279411764713,1896.0642857142852,42.7522713232424,42.7522713232424,1981.56882836077,1810.5597430678004
109,BAJFINANCE,EQ,2017-10-19,1868.5,1872.8,1872.8,1832.0,1839.25,1845.9,1854.36,169845,314953117.5,6851,74078,43.62,2017,10,-1.209526358,Negative,1881.961904761906,1882.0102941176474,1896.2821428571426,42.467062382063425,42.467062382063425,1981.2162676212695,1811.3480180930158
110,BAJFINANCE,EQ,2017-10-23,1845.9,1845.0,1856.9,1812.2,1836.4,1833.75,1832.25,1011137,1852659365.0,28835,468621,46.35,2017,10,-0.658215505,Slight negative,1878.5738095238107,1883.0044117647062,1895.975,42.933610421738145,42.933610421738145,1981.8422208434763,1810.1077791565235
111,BAJFINANCE,EQ,2017-10-24,1833.75,1848.0,1848.0,1816.0,1826.0,1826.05,1828.03,929872,1699829366.0,32263,527972,56.78,2017,10,-0.419904567,No change,1874.123809523811,1883.7308823529415,1892.992857142857,46.354822407587676,46.354822407587676,1985.7025019580324,1800.2832123276817
112,BAJFINANCE,EQ,2017-10-25,1826.05,1820.0,1820.0,1713.55,1731.9,1726.35,1747.97,2865279,5008421484.0,78688,1674601,58.44,2017,10,-5.459872402,Among top losers,1867.609523809525,1881.7294117647061,1883.2571428571425,64.12498570142711,64.12498570142711,2011.5071142599968,1755.0071714542883
113,BAJFINANCE,EQ,2017-10-26,1726.35,1739.0,1766.0,1700.1,1754.1,1746.75,1742.35,1641262,2859656615.0,54063,717540,43.72,2017,10,1.1816839,Positive,1865.2642857142869,1878.4294117647064,1874.7249999999997,73.78777715646241,73.78777715646241,2022.3005543129245,1727.1494456870748
114,BAJFINANCE,EQ,2017-10-27,1746.75,1760.05,1828.65,1752.45,1823.5,1819.0,1803.07,1656079,2986020937.0,40849,767329,46.33,2017,10,4.136253041,Among top gainers,1864.259523809525,1874.1882352941184,1867.2535714285711,73.75388767923798,73.75388767923798,2014.7613467870472,1719.7457960700951
115,BAJFINANCE,EQ,2017-10-30,1819.0,1832.0,1836.25,1797.8,1804.3,1804.3,1812.83,563901,1022259449.0,18534,196030,34.76,2017,10,-0.808136339,Slight negative,1864.1428571428585,1871.6323529411773,1857.467857142857,72.24685408945945,72.24685408945945,2001.9615653217759,1712.974148963938
116,BAJFINANCE,EQ,2017-10-31,1804.3,1787.0,1824.05,1774.55,1800.2,1800.6,1800.2,764883,1376943974.0,26964,251068,32.82,2017,10,-0.205065676,No change,1862.1309523809537,1868.1073529411774,1846.7392857142854,68.36921028383055,68.36921028383055,1983.4777062819464,1710.0008651466244
117,BAJFINANCE,EQ,2017-11-01,1800.6,1809.6,1819.7,1801.0,1804.15,1806.75,1809.47,468999,848640264.3,13867,176030,37.53,2017,11,0.34155281600000004,No change,1860.6404761904773,1865.5294117647068,1838.3964285714283,65.33425731246138,65.33425731246138,1969.0649431963511,1707.7279139465054
118,BAJFINANCE,EQ,2017-11-02,1806.75,1815.0,1821.9,1802.0,1810.0,1810.2,1810.78,458603,830428226.3,17854,214936,46.87,2017,11,0.190950602,No change,1857.89761904762,1862.6779411764712,1828.1857142857139,56.608223201805444,56.608223201805444,1941.4021606893248,1714.969267882103
119,BAJFINANCE,EQ,2017-11-03,1810.2,1825.0,1845.0,1808.4,1833.65,1836.95,1827.91,769995,1407480453.0,27818,377379,49.01,2017,11,1.477737267,Positive,1856.6738095238102,1860.5323529411771,1819.8928571428569,44.01162808387007,44.01162808387007,1907.916113310597,1731.8696009751168
120,BAJFINANCE,EQ,2017-11-06,1836.95,1818.0,1844.9,1811.8,1816.15,1822.0,1831.05,583097,1067680073.0,19471,295547,50.69,2017,11,-0.8138490429999999,Slight negative,1854.5690476190484,1858.1573529411771,1815.2999999999997,39.691614111405585,39.691614111405585,1894.6832282228108,1735.9167717771886
121,BAJFINANCE,EQ,2017-11-07,1822.0,1848.0,1848.0,1773.3,1798.85,1802.55,1797.15,769590,1383071434.0,23907,313648,40.76,2017,11,-1.0675082329999999,Negative,1848.804761904763,1854.9485294117653,1810.6892857142855,36.85962549671045,36.85962549671045,1884.4085367077064,1736.9700347208645
122,BAJFINANCE,EQ,2017-11-08,1802.55,1794.55,1804.9,1771.55,1782.45,1775.7,1785.0,549567,980975086.5,38151,279238,50.81,2017,11,-1.489556462,Negative,1840.9190476190483,1850.9455882352945,1804.060714285714,33.88811442748116,33.88811442748116,1871.8369431406763,1736.2844854307518
123,BAJFINANCE,EQ,2017-11-09,1775.7,1787.05,1793.4,1733.0,1753.0,1753.0,1757.93,866349,1522982760.0,37793,426981,49.29,2017,11,-1.278369094,Negative,1831.5000000000007,1846.477941176471,1797.4249999999997,34.15965766131117,34.15965766131117,1865.744315322622,1729.1056846773774
124,BAJFINANCE,EQ,2017-11-10,1753.0,1731.1,1769.0,1731.1,1741.0,1745.0,1751.56,805954,1411677149.0,26854,447049,55.47,2017,11,-0.456360525,No change,1822.9976190476195,1841.3455882352946,1791.0857142857142,35.121472878317256,35.121472878317256,1861.3286600423487,1720.8427685290796
125,BAJFINANCE,EQ,2017-11-13,1745.0,1759.95,1759.95,1718.5,1728.0,1728.75,1736.25,544530,945441622.5,36384,279343,51.3,2017,11,-0.931232092,Slight negative,1812.3119047619052,1837.392647058824,1784.1357142857141,37.23391458877132,37.23391458877132,1858.6035434632568,1709.6678851081715
126,BAJFINANCE,EQ,2017-11-14,1728.75,1731.0,1769.9,1720.2,1752.0,1754.9,1744.76,633554,1105398441.0,29951,193953,30.61,2017,11,1.512653651,Positive,1802.876190476191,1836.1838235294122,1786.175,34.50758417194884,34.50758417194884,1855.1901683438975,1717.1598316561024
127,BAJFINANCE,EQ,2017-11-15,1754.9,1762.1,1763.95,1707.05,1719.0,1713.8,1721.57,926465,1594969946.0,50982,458440,49.48,2017,11,-2.34201379,Negative,1794.6619047619051,1832.4691176470594,1783.8214285714287,38.31681050182138,38.31681050182138,1860.4550495750714,1707.187807567786
128,BAJFINANCE,EQ,2017-11-16,1713.8,1725.0,1780.2,1716.5,1777.75,1764.25,1742.16,901089,1569844848.0,36679,472597,52.45,2017,11,2.9437507289999996,Positive,1789.7642857142862,1831.2191176470594,1779.9107142857142,37.22872225833886,37.22872225833886,1854.368158802392,1705.4532697690365
129,BAJFINANCE,EQ,2017-11-17,1764.25,1790.0,1817.0,1778.1,1780.0,1787.35,1796.68,943939,1695955573.0,34004,392311,41.56,2017,11,1.309338246,Positive,1785.9000000000003,1829.5867647058828,1778.7,36.64559476095511,36.64559476095511,1851.9911895219102,1705.40881047809
130,BAJFINANCE,EQ,2017-11-20,1787.35,1786.8,1807.5,1770.05,1805.0,1805.25,1795.2,602115,1080918085.0,28187,307818,51.12,2017,11,1.001482642,Positive,1783.964285714286,1828.6220588235299,1779.0321428571428,36.879682790755915,36.879682790755915,1852.7915084386548,1705.272777275631
131,BAJFINANCE,EQ,2017-11-21,1805.25,1819.0,1822.75,1791.25,1807.8,1809.75,1809.44,495585,896730711.8,31788,244765,49.39,2017,11,0.249272954,No change,1782.821428571429,1826.9147058823532,1779.2464285714286,37.06139119127198,37.06139119127198,1853.3692109539725,1705.1236461888848
132,BAJFINANCE,EQ,2017-11-22,1809.75,1816.7,1816.7,1768.55,1773.8,1773.95,1777.15,738204,1311896228.0,38573,457817,62.02,2017,11,-1.978173781,Negative,1780.3404761904762,1824.3058823529414,1776.6571428571428,35.98308821324489,35.98308821324489,1848.6233192836326,1704.6909664306531
133,BAJFINANCE,EQ,2017-11-23,1773.95,1777.0,1782.45,1747.0,1762.6,1763.65,1764.01,587412,1036202227.0,21004,280029,47.67,2017,11,-0.580625159,Slight negative,1782.1166666666668,1821.2897058823532,1771.4214285714286,31.601306656800016,31.601306656800016,1834.6240418850286,1708.2188152578285
134,BAJFINANCE,EQ,2017-11-24,1763.65,1773.0,1798.3,1764.0,1785.1,1790.0,1787.18,572947,1023960777.0,25011,199726,34.86,2017,11,1.494060613,Positive,1784.1761904761906,1817.3602941176475,1769.1357142857144,28.68419846810737,28.68419846810737,1826.5041112219292,1711.7673173494995
135,BAJFINANCE,EQ,2017-11-27,1790.0,1780.0,1784.3,1765.0,1772.0,1773.25,1773.47,573099,1016371803.0,20175,269114,46.96,2017,11,-0.93575419,Slight negative,1781.9976190476193,1812.4176470588238,1767.0428571428572,27.082884583481324,27.082884583481324,1821.20862630982,1712.8770879758945
136,BAJFINANCE,EQ,2017-11-28,1773.25,1772.0,1783.95,1762.5,1764.4,1766.4,1772.84,552962,980314318.4,24523,272475,49.28,2017,11,-0.386296349,No change,1780.1928571428573,1806.994117647059,1766.3785714285716,26.96802033666273,26.96802033666273,1820.314612101897,1712.4425307552463
137,BAJFINANCE,EQ,2017-11-29,1766.4,1765.0,1777.95,1751.0,1755.4,1756.3,1760.9,687118,1209947268.0,21895,400782,58.33,2017,11,-0.57178442,Slight negative,1778.0833333333337,1802.0750000000003,1766.6142857142859,26.85628008900923,26.85628008900923,1820.3268458923044,1712.9017255362673
138,BAJFINANCE,EQ,2017-11-30,1756.3,1754.85,1759.4,1722.35,1734.75,1727.05,1732.98,1304556,2260771042.0,30256,945414,72.47,2017,11,-1.6654330130000001,Negative,1774.2880952380958,1795.4250000000004,1765.332142857143,28.354239997286317,28.354239997286317,1822.0406228517156,1708.6236628625704
139,BAJFINANCE,EQ,2017-12-01,1727.05,1737.0,1741.8,1705.3,1708.0,1711.6,1727.03,601822,1039361927.0,21368,302933,50.34,2017,12,-0.8945890390000001,Slight negative,1769.5928571428576,1788.3235294117649,1764.107142857143,30.356090867349657,30.356090867349657,1824.8193245918421,1703.3949611224436
140,BAJFINANCE,EQ,2017-12-04,1711.6,1724.0,1724.0,1670.15,1675.8,1675.95,1682.06,802041,1349080082.0,40300,392675,48.96,2017,12,-2.082846459,Negative,1761.926190476191,1782.1367647058823,1758.4678571428572,38.451856047738765,38.451856047738765,1835.3715692383346,1681.5641450473797
141,BAJFINANCE,EQ,2017-12-05,1675.95,1675.95,1719.0,1661.05,1710.0,1707.4,1685.62,1109920,1870905926.0,44648,508540,45.82,2017,12,1.87654763,Positive,1756.4690476190483,1777.439705882353,1758.0107142857144,39.05703018846155,39.05703018846155,1836.1247746626375,1679.8966539087912
142,BAJFINANCE,EQ,2017-12-06,1707.4,1699.95,1714.9,1662.5,1674.95,1671.45,1682.6,933213,1570221451.0,48497,416557,44.64,2017,12,-2.105540588,Negative,1750.2261904761908,1771.644117647059,1751.382142857143,45.29354516391965,45.29354516391965,1841.9692331849824,1660.7950525293036
143,BAJFINANCE,EQ,2017-12-07,1671.45,1685.0,1690.15,1661.0,1672.0,1676.3,1678.22,986167,1655007023.0,33701,545539,55.32,2017,12,0.29016722,No change,1745.4928571428577,1766.6558823529413,1743.4500000000003,48.14429033963688,48.14429033963688,1839.738580679274,1647.1614193207265
144,BAJFINANCE,EQ,2017-12-08,1676.3,1685.0,1708.2,1683.3,1706.0,1702.25,1698.19,767714,1303727658.0,34736,363165,47.3,2017,12,1.548052258,Positive,1743.0761904761912,1762.7882352941178,1736.0928571428574,45.78609067064655,45.78609067064655,1827.6650384841505,1644.5206758015643
145,BAJFINANCE,EQ,2017-12-11,1702.25,1710.0,1720.0,1690.2,1708.95,1707.8,1706.63,616189,1051605380.0,32044,244995,39.76,2017,12,0.326039066,No change,1741.3047619047627,1759.3102941176471,1728.8107142857145,41.030435132258056,41.030435132258056,1810.8715845502306,1646.7498440211984
146,BAJFINANCE,EQ,2017-12-12,1707.8,1705.0,1716.0,1690.1,1696.9,1699.25,1701.26,1051828,1789435910.0,26068,287433,27.33,2017,12,-0.500644104,Slight negative,1739.9000000000008,1758.5132352941177,1723.4750000000001,39.53884044639824,39.53884044639824,1802.5526808927966,1644.3973191072037
147,BAJFINANCE,EQ,2017-12-13,1699.25,1694.75,1700.75,1661.0,1670.0,1671.8,1682.1,932378,1568349863.0,56437,437203,46.89,2017,12,-1.6154185669999999,Negative,1735.942857142858,1756.308823529412,1716.9142857142856,39.97771700763375,39.97771700763375,1796.869719729553,1636.9588516990182
148,BAJFINANCE,EQ,2017-12-14,1671.8,1675.0,1698.9,1627.05,1692.5,1685.85,1656.79,1257072,2082704543.0,62443,509538,40.53,2017,12,0.8404115320000001,Slight positive,1734.6119047619054,1752.3926470588237,1709.475,34.669315573101315,34.669315573101315,1778.8136311462026,1640.1363688537972
149,BAJFINANCE,EQ,2017-12-15,1685.85,1700.0,1739.7,1692.0,1725.0,1729.6,1715.37,1507279,2585543229.0,46769,891481,59.15,2017,12,2.595130053,Positive,1732.9619047619053,1750.195588235294,1706.3571428571427,30.16259691649323,30.16259691649323,1766.6823366901292,1646.0319490241561
150,BAJFINANCE,EQ,2017-12-18,1729.6,1726.0,1773.0,1653.2,1754.9,1756.85,1746.21,1630170,2846622433.0,47529,704794,43.23,2017,12,1.575508788,Positive,1731.5095238095244,1748.9088235294118,1705.6749999999995,28.776377531679465,28.776377531679465,1763.2277550633585,1648.1222449366405
151,BAJFINANCE,EQ,2017-12-19,1756.85,1766.0,1770.85,1739.05,1760.05,1757.75,1752.46,707467,1239809731.0,36199,287209,40.6,2017,12,0.05122805,No change,1729.2476190476195,1747.4676470588236,1705.778571428571,28.974529360249228,28.974529360249228,1763.7276301490695,1647.8295127080726
152,BAJFINANCE,EQ,2017-12-20,1757.75,1765.0,1785.0,1750.0,1770.0,1770.4,1770.77,957893,1696209301.0,39132,499255,52.12,2017,12,0.719670033,Slight positive,1727.3738095238102,1746.2970588235296,1708.8749999999998,33.400862206737074,33.400862206737074,1775.676724413474,1642.0732755865256
153,BAJFINANCE,EQ,2017-12-21,1770.4,1774.95,1774.95,1743.35,1755.5,1748.05,1754.27,896398,1572523191.0,32656,522823,58.32,2017,12,-1.26242657,Negative,1726.140476190477,1743.6823529411768,1711.4785714285713,35.011408658654744,35.011408658654744,1781.5013887458808,1641.4557541112617
154,BAJFINANCE,EQ,2017-12-22,1748.05,1756.0,1788.4,1750.0,1776.05,1782.45,1773.75,662716,1175495327.0,28292,228279,34.45,2017,12,1.967907096,Positive,1727.035714285715,1742.5191176470591,1719.0857142857142,38.129220717542324,38.129220717542324,1795.3441557207989,1642.8272728506295
155,BAJFINANCE,EQ,2017-12-26,1782.45,1784.7,1795.0,1774.2,1788.0,1789.5,1787.1,494224,883226060.6,18280,200663,40.6,2017,12,0.395523016,No change,1727.0119047619055,1742.1352941176472,1724.9499999999996,42.28115146528476,42.28115146528476,1809.5123029305691,1640.38769706943
156,BAJFINANCE,EQ,2017-12-27,1789.5,1797.2,1797.6,1762.0,1768.9,1770.95,1783.43,450413,803278246.0,15715,151100,33.55,2017,12,-1.036602403,Negative,1726.9023809523815,1741.9955882352942,1732.0571428571425,40.93769589332706,40.93769589332706,1813.9325346437965,1650.1817510704884
157,BAJFINANCE,EQ,2017-12-28,1770.95,1780.0,1782.0,1745.5,1749.0,1755.15,1764.13,886376,1563684260.0,26893,522092,58.9,2017,12,-0.892176515,Slight negative,1726.3666666666672,1742.058823529412,1737.6892857142855,37.99489934679659,37.99489934679659,1813.6790844078787,1661.6994870206922
158,BAJFINANCE,EQ,2017-12-29,1755.15,1749.25,1765.9,1748.15,1760.0,1756.7,1757.61,447507,786541698.3,33248,233063,52.08,2017,12,0.08831154,No change,1726.3857142857146,1742.4029411764707,1741.5785714285714,36.857995241011004,36.857995241011004,1815.2945619105935,1667.8625809465493
159,BAJFINANCE,EQ,2018-01-01,1756.7,1759.5,1760.0,1720.4,1733.85,1725.65,1735.49,535319,929040050.6,15343,287325,53.67,2018,1,-1.767518643,Negative,1726.3190476190478,1742.3117647058825,1742.8535714285715,35.89581325642636,35.89581325642636,1814.6451979414242,1671.0619449157189
160,BAJFINANCE,EQ,2018-01-02,1725.65,1739.7,1739.7,1710.0,1722.0,1724.65,1724.04,576208,993408074.9,18519,233227,40.48,2018,1,-0.057949179,No change,1726.9404761904766,1741.4220588235296,1744.6678571428572,34.12041801947549,34.12041801947549,1812.908693181808,1676.4270211039063
161,BAJFINANCE,EQ,2018-01-03,1724.65,1727.0,1738.35,1711.0,1714.55,1715.3,1721.42,416136,716343469.1,23599,233552,56.12,2018,1,-0.542138985,Slight negative,1728.8142857142864,1741.4661764705884,1747.775,28.490516303330423,28.490516303330423,1804.756032606661,1690.7939673933392
162,BAJFINANCE,EQ,2018-01-04,1715.3,1725.0,1758.25,1714.0,1753.3,1754.0,1739.42,730147,1270035644.0,38646,377452,51.7,2018,1,2.2561651019999998,Positive,1731.033333333334,1741.164705882353,1752.6428571428573,22.230478533395054,22.230478533395054,1797.1038142096475,1708.1819000760672
163,BAJFINANCE,EQ,2018-01-05,1754.0,1766.0,1821.0,1759.1,1818.0,1814.5,1788.55,984327,1760513192.0,34458,422411,42.91,2018,1,3.449258837,Among top gainers,1737.8452380952388,1741.9632352941178,1758.7071428571433,26.60971379273787,26.60971379273787,1811.926570442619,1705.4877152716674
164,BAJFINANCE,EQ,2018-01-08,1814.5,1820.0,1843.0,1820.0,1833.1,1836.85,1833.42,825022,1512610921.0,53313,398084,48.25,2018,1,1.231744282,Positive,1745.4904761904768,1742.8926470588237,1764.421428571429,33.79885475008187,33.79885475008187,1832.0191380715928,1696.8237190712653
165,BAJFINANCE,EQ,2018-01-09,1836.85,1843.0,1843.0,1810.0,1810.0,1819.5,1826.33,512721,936395931.9,20923,202823,39.56,2018,1,-0.9445518140000001,Slight negative,1751.07380952381,1743.179411764706,1768.8321428571433,36.76065312438575,36.76065312438575,1842.3534491059147,1695.3108366083718
166,BAJFINANCE,EQ,2018-01-10,1819.5,1820.0,1820.95,1794.0,1800.0,1802.2,1803.52,406791,733656315.8,25341,164009,40.32,2018,1,-0.9508106620000001,Slight negative,1755.5690476190478,1744.0102941176472,1771.1035714285717,37.831831653559654,37.831831653559654,1846.767234735691,1695.4399081214524
167,BAJFINANCE,EQ,2018-01-11,1802.2,1798.0,1798.0,1773.05,1780.9,1780.35,1784.12,818471,1460250799.0,34719,567851,69.38,2018,1,-1.212407058,Negative,1759.4309523809525,1744.5014705882354,1773.4107142857144,37.29892336335559,37.29892336335559,1848.0085610124256,1698.8128675590033
168,BAJFINANCE,EQ,2018-01-12,1780.35,1783.0,1790.9,1751.15,1764.2,1770.1,1775.26,606316,1076365892.0,30809,283428,46.75,2018,1,-0.575729491,Slight negative,1764.1119047619047,1743.9161764705882,1772.5285714285715,37.21464100987736,37.21464100987736,1846.9578534483262,1698.0992894088167
169,BAJFINANCE,EQ,2018-01-15,1770.1,1771.0,1794.9,1733.0,1737.0,1738.15,1758.11,847037,1489187325.0,33803,470863,55.59,2018,1,-1.804982769,Negative,1766.602380952381,1742.8838235294118,1768.8607142857145,37.93678536810255,37.93678536810255,1844.7342850219195,1692.9871435495095
170,BAJFINANCE,EQ,2018-01-16,1738.15,1745.8,1745.8,1684.6,1692.0,1687.35,1702.13,1076581,1832481398.0,50248,573521,53.27,2018,1,-2.922647643,Negative,1764.5904761904762,1740.5588235294117,1762.8892857142857,43.72115831111391,43.72115831111391,1850.3316023365135,1675.446969092058
171,BAJFINANCE,EQ,2018-01-17,1687.35,1695.1,1709.85,1665.7,1701.2,1701.2,1688.89,1199501,2025820719.0,57848,719106,59.95,2018,1,0.820813702,Slight positive,1761.9404761904761,1738.9382352941175,1759.0357142857142,46.72981846814182,46.72981846814182,1852.495351221998,1665.5760773494305
172,BAJFINANCE,EQ,2018-01-18,1701.2,1712.0,1717.25,1654.0,1655.05,1660.7,1678.87,961692,1614557545.0,53475,545469,56.72,2018,1,-2.380672466,Negative,1757.3190476190475,1736.986764705882,1752.1785714285713,53.63262394893532,53.63262394893532,1859.443819326442,1644.9133235307006
173,BAJFINANCE,EQ,2018-01-19,1660.7,1660.9,1711.25,1632.6,1706.0,1701.9,1676.09,974597,1633515523.0,40611,396529,40.69,2018,1,2.480881556,Positive,1754.0571428571427,1736.701470588235,1750.482142857143,54.89699307704074,54.89699307704074,1860.2761290112244,1640.6881567030614
174,BAJFINANCE,EQ,2018-01-22,1701.9,1714.0,1726.0,1678.0,1709.5,1706.35,1703.41,924498,1574800275.0,35237,413117,44.69,2018,1,0.261472472,No change,1752.0714285714282,1737.595588235294,1749.1749999999997,55.770314512012504,55.770314512012504,1860.7156290240248,1637.6343709759747
175,BAJFINANCE,EQ,2018-01-23,1706.35,1710.0,1718.0,1692.4,1711.0,1708.7,1704.03,1245493,2122354347.0,63364,744737,59.79,2018,1,0.137720866,No change,1748.5595238095234,1737.6338235294115,1748.7035714285714,56.10557515244251,56.10557515244251,1860.9147217334564,1636.4924211236864
176,BAJFINANCE,EQ,2018-01-24,1708.7,1715.0,1746.85,1697.05,1739.75,1739.15,1732.5,1441313,2497070069.0,52165,685781,47.58,2018,1,1.782056534,Positive,1746.1619047619045,1739.6249999999998,1747.642857142857,56.13810531298175,56.13810531298175,1859.9190677688207,1635.3666465168935
177,BAJFINANCE,EQ,2018-01-25,1739.15,1741.0,1741.9,1703.4,1714.0,1710.3,1715.96,880891,1511573762.0,35833,446697,50.71,2018,1,-1.658856338,Negative,1743.2738095238096,1740.6249999999998,1740.2,53.43464376081984,53.43464376081984,1847.0692875216398,1633.3307124783603
178,BAJFINANCE,EQ,2018-01-29,1710.3,1711.0,1735.25,1710.0,1719.65,1715.3,1719.91,643137,1106134895.0,28619,341533,53.1,2018,1,0.29234637199999997,No change,1741.3761904761905,1741.0088235294115,1731.517857142857,45.860883311722695,45.860883311722695,1823.2396237663024,1639.7960905194118
179,BAJFINANCE,EQ,2018-01-30,1715.3,1715.0,1718.95,1671.0,1677.0,1678.4,1695.08,680104,1152829763.0,35443,369979,54.4,2018,1,-2.151227191,Negative,1737.6476190476194,1740.1441176470587,1721.439285714286,40.192259963686986,40.192259963686986,1801.8238056416599,1641.054765786912
180,BAJFINANCE,EQ,2018-01-31,1678.4,1657.45,1690.0,1645.0,1677.0,1677.85,1664.18,1332225,2217057499.0,58047,762284,57.22,2018,1,-0.032769304,No change,1735.3714285714286,1739.5147058823527,1712.5571428571427,34.27677985695596,34.27677985695596,1781.1107025710546,1644.0035831432308
181,BAJFINANCE,EQ,2018-02-01,1677.85,1681.8,1760.0,1644.75,1742.9,1729.45,1703.43,1939812,3304341337.0,57513,897589,46.27,2018,2,3.0753643060000004,Among top gainers,1735.6,1741.2102941176468,1708.9214285714286,28.79384091650261,28.79384091650261,1766.5091104044338,1651.3337467384233
182,BAJFINANCE,EQ,2018-02-02,1729.45,1708.05,1713.0,1620.2,1632.9,1628.9,1653.97,1645045,2720851310.0,63311,732562,44.53,2018,2,-5.813987106,Among top losers,1731.485714285714,1739.5352941176468,1698.8357142857146,30.40067957597179,30.40067957597179,1759.6370734376583,1638.034355133771
183,BAJFINANCE,EQ,2018-02-05,1628.9,1600.0,1627.95,1546.5,1615.0,1604.95,1589.91,1472164,2340612552.0,53212,620791,42.17,2018,2,-1.470317392,Negative,1724.388095238095,1735.8691176470584,1689.321428571429,37.2271908188534,37.2271908188534,1763.7758102091357,1614.8670469337221
