,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,year,month,pct_change,Trend,21 moving average,34 moving average,average,std 20,std14,upperband,lowerband,open-close,low-high,5_day_rolling,5_day_rolling_std,Action
68,68,BAJFINANCE,EQ,2017-08-21,1704.95,1704.95,1731.0,1678.55,1685.2,1690.6,1712.76,1090057,1867000637.0,38619,706412,64.81,2017,8,-0.8416669109999999,Slight negative,1696.6214285714286,1607.2705882352939,1715.132142857143,38.58303038275046,38.58303038275046,1792.298203622644,1637.9660820916422,-0.841666911053118,3.124720741115847,-0.05269217620000015,0.9979450434748596,-1.0
69,69,BAJFINANCE,EQ,2017-08-22,1690.6,1708.0,1713.6,1662.55,1683.0,1682.9,1690.26,654334,1105993187.0,26671,181249,27.7,2017,8,-0.4554596,No change,1699.5523809523806,1616.1926470588232,1712.7500000000002,39.52669010642045,39.52669010642045,1791.8033802128411,1633.696619787159,-1.4695550351288003,3.0705843433280178,-0.3266318018000002,0.8419663380688976,1.0
70,70,BAJFINANCE,EQ,2017-08-23,1682.9,1695.9,1784.7,1695.9,1779.0,1779.3,1750.64,1825088,3195076773.0,63224,560673,30.72,2017,8,5.7282072610000005,Among top gainers,1708.2142857142858,1627.391176470588,1717.9,43.267908697748226,43.267908697748226,1804.4358173954965,1631.3641826045034,4.917742791438166,5.236157792322658,0.6968517218,2.8887866723591373,-1.0
71,71,BAJFINANCE,EQ,2017-08-24,1779.3,1791.4,1797.7,1752.8,1761.9,1760.1,1772.56,1324532,2347815322.0,38863,509761,38.49,2017,8,-1.079076041,Negative,1714.5285714285715,1638.0029411764701,1722.0678571428573,44.388389018639536,44.388389018639536,1810.8446351801365,1633.2910791055785,-1.7472367980350665,2.5616157005933418,0.3950574856,3.000317006196965,1.0
72,72,BAJFINANCE,EQ,2017-08-28,1760.1,1773.5,1837.4,1767.0,1831.0,1829.95,1813.4,1347345,2443272982.0,51479,438245,32.53,2017,8,3.968524516,Among top gainers,1721.3285714285712,1650.8926470588228,1729.675,52.94464725613593,52.94464725613593,1835.564294512272,1623.785705487728,3.182971525232593,3.9841539332201528,1.464105845,3.159262863818672,-1.0
73,73,BAJFINANCE,EQ,2017-08-29,1829.95,1835.0,1835.0,1762.0,1770.0,1773.4,1793.0,1482257,2657680345.0,49517,513073,34.61,2017,8,-3.090248367,Among top losers,1725.8071428571427,1661.498529411764,1727.9071428571426,50.854286019893635,50.854286019893635,1829.6157148969298,1626.1985708173556,-3.3569482288828287,4.1430192962542565,1.0143895537999998,3.6857189917305115,1.0
74,74,BAJFINANCE,EQ,2017-08-30,1773.4,1798.0,1819.4,1777.05,1788.0,1788.05,1801.47,1064601,1917843415.0,32167,301971,28.36,2017,8,0.826096763,Slight positive,1729.9357142857143,1672.347058823529,1728.4964285714286,51.544970896538636,51.544970896538636,1831.586370364506,1625.406486778351,-0.5533926585094575,2.3831631073970985,1.2707008264,3.60154891129648,-1.0
75,75,BAJFINANCE,EQ,2017-08-31,1788.05,1797.4,1805.7,1770.0,1790.0,1781.9,1787.47,1116765,1996186848.0,32145,568768,50.93,2017,8,-0.34395011299999995,No change,1733.6880952380955,1682.2941176470583,1734.5107142857144,52.57713080860977,52.57713080860977,1839.664975902934,1629.356452668495,-0.8623567375097363,2.0169491525423755,0.056269351599999774,2.6099872245148927,1.0
76,76,BAJFINANCE,EQ,2017-09-01,1781.9,1790.0,1807.0,1790.0,1799.95,1799.95,1799.21,489396,880526551.2,19357,144505,29.53,2017,9,1.01296369,Positive,1737.6738095238095,1691.5308823529406,1746.2500000000002,46.82720281072354,46.82720281072354,1839.9044056214475,1652.5955943785532,0.5558659217877121,0.9497206703910615,0.47467729779999973,2.549463771949695,1.0
77,77,BAJFINANCE,EQ,2017-09-04,1799.95,1797.95,1820.0,1775.55,1801.0,1801.35,1798.73,658965,1185298372.0,25495,132434,20.1,2017,9,0.07777993799999999,No change,1742.1571428571428,1700.411764705882,1753.8178571428573,46.537580377178315,46.537580377178315,1846.8930178972141,1660.7426963885007,0.18910425762673397,2.5034496353242686,-0.30347161780000026,1.6524256831837338,-1.0
78,78,BAJFINANCE,EQ,2017-09-05,1801.35,1809.85,1815.3,1784.55,1793.0,1794.4,1798.68,741229,1333236272.0,30165,269209,36.32,2017,9,-0.385821745,No change,1746.5690476190478,1707.938235294117,1759.7821428571426,45.96123202113693,45.96123202113693,1851.7046068994168,1667.859678814869,-0.8536619056827813,1.7231234765066823,0.23741370659999977,0.6519038994730341,1.0
79,79,BAJFINANCE,EQ,2017-09-06,1794.4,1782.0,1883.0,1777.7,1859.7,1858.95,1845.35,2742892,5061604599.0,66627,683408,24.92,2017,9,3.59730272,Among top gainers,1753.021428571429,1718.1323529411761,1769.6107142857145,51.49045908101129,51.49045908101129,1872.591632447737,1666.629796123692,4.318181818181821,5.923384148056475,0.7916548979999998,1.6663061488546844,1.0
80,80,BAJFINANCE,EQ,2017-09-07,1858.95,1880.0,1985.9,1871.15,1963.0,1963.2,1927.47,4271734,8233649354.0,88541,1597886,37.41,2017,9,5.608004519,Among top gainers,1760.8809523809525,1730.5249999999994,1786.3571428571433,71.4398559767422,71.4398559767422,1929.2368548106274,1643.4774309036588,4.425531914893619,6.132592256099191,1.9820458243999997,2.5460153607777487,-1.0
81,81,BAJFINANCE,EQ,2017-09-08,1963.2,1970.0,1974.95,1881.0,1888.0,1891.2,1912.28,2856329,5462110854.0,97619,874438,30.61,2017,9,-3.667481663,Among top losers,1766.185714285714,1739.2264705882349,1799.6607142857144,72.44870912097967,72.44870912097967,1944.5581325276737,1654.7632960437552,-3.9999999999999982,4.994683678894208,1.0459567537999996,3.623724043593001,1.0
82,82,BAJFINANCE,EQ,2017-09-11,1891.2,1900.0,1935.45,1898.05,1921.3,1920.45,1921.36,1098804,2111197299.0,35104,258097,23.49,2017,9,1.546637056,Positive,1776.792857142857,1748.0235294117642,1816.078571428572,71.8742323418127,71.8742323418127,1959.8270361121968,1672.3301067449465,1.0763157894736868,1.9704433497536995,1.3397281773999996,3.584944558434434,-1.0
83,83,BAJFINANCE,EQ,2017-09-12,1920.45,1935.0,1935.0,1886.6,1894.0,1894.4,1897.68,1473997,2797173472.0,36080,777639,52.76,2017,9,-1.356452915,Negative,1789.1166666666666,1756.7588235294113,1831.1857142857148,63.46369170505865,63.46369170505865,1958.1130976958318,1704.2583308755975,-2.0981912144702797,2.565461677091068,1.1456019433999995,3.7252770005356695,1.0
84,84,BAJFINANCE,EQ,2017-09-13,1894.4,1895.0,1924.7,1895.0,1910.6,1907.15,1911.94,810810,1550220895.0,27216,282546,34.85,2017,9,0.673036318,Slight positive,1799.1999999999996,1764.9838235294112,1840.3178571428573,64.61139637253119,64.61139637253119,1969.54064988792,1711.095064397795,0.6411609498680787,1.5672823218997385,0.5607486629999997,3.464569587165034,1.0
85,85,BAJFINANCE,EQ,2017-09-14,1907.15,1913.0,1935.5,1901.0,1913.9,1909.9,1916.61,951870,1824360919.0,37832,322852,33.92,2017,9,0.144194217,No change,1808.6761904761904,1771.5352941176466,1851.017857142858,62.679976581722144,62.679976581722144,1976.3778103063025,1725.6579039794135,-0.1620491374803925,1.8148342977380327,-0.5320133974000003,2.045791474255341,-1.0
86,86,BAJFINANCE,EQ,2017-09-15,1909.9,1895.6,1912.1,1881.4,1903.55,1902.75,1897.94,922149,1750185270.0,37374,318560,34.55,2017,9,-0.37436515,No change,1817.3142857142857,1778.1058823529404,1856.2178571428574,63.807362147993786,63.807362147993786,1983.8325814388452,1728.6031328468705,0.377189280438916,1.6317635803125234,0.12660990519999968,1.091537845911485,1.0
87,87,BAJFINANCE,EQ,2017-09-18,1902.75,1916.0,1929.25,1906.6,1912.5,1911.65,1918.61,430947,826819504.3,16318,180792,41.95,2017,9,0.467744055,No change,1826.0238095238094,1784.2911764705875,1866.0928571428574,60.62281830219204,60.62281830219204,1987.3384937472422,1744.8472205384735,-0.22703549060542322,1.1879786006503772,-0.08916869500000031,0.8113126484065166,1.0
88,88,BAJFINANCE,EQ,2017-09-19,1911.65,1924.1,1928.7,1904.05,1912.0,1911.8,1916.78,598020,1146272073.0,22194,253830,42.45,2017,9,0.007846625,No change,1835.8738095238095,1790.4294117647055,1874.9321428571438,57.298968332575505,57.298968332575505,1989.5300795222947,1760.3342061919925,-0.6392599137258955,1.294608860061453,0.1836912129999997,0.40744720054948136,-1.0
89,89,BAJFINANCE,EQ,2017-09-20,1911.8,1918.8,1918.85,1900.0,1904.5,1904.9,1907.55,377551,720198208.9,20822,145930,38.65,2017,9,-0.360916414,No change,1846.078571428572,1795.9779411764707,1883.7178571428574,51.02313429725707,51.02313429725707,1985.764125737372,1781.6715885483436,-0.7244110902647417,0.9921052631578899,-0.02309933340000032,0.35615308160238257,1.0
90,90,BAJFINANCE,EQ,2017-09-21,1904.9,1908.0,1926.0,1871.55,1916.6,1919.5,1900.63,754880,1434748303.0,32860,244885,32.44,2017,9,0.766444433,Slight positive,1857.3452380952388,1802.2220588235293,1892.2571428571437,45.645893981409394,45.645893981409394,1983.5489308199624,1800.9653548943247,0.6027253668763103,2.90935320990623,0.10135070979999967,0.5062936971098755,-1.0
91,91,BAJFINANCE,EQ,2017-09-22,1919.5,1910.0,1910.0,1847.0,1858.0,1863.15,1868.15,1772943,3312125707.0,72997,926222,52.24,2017,9,-2.935660328,Negative,1861.3380952380953,1806.9691176470587,1896.671428571429,38.62684754995895,38.62684754995895,1973.9251236713474,1819.417733471512,-2.4528795811518274,3.410936654033568,-0.41090832580000036,1.4756707879484259,-1.0
92,92,BAJFINANCE,EQ,2017-09-25,1863.15,1859.95,1859.95,1759.0,1799.7,1796.0,1802.04,1826884,3292126622.0,67330,838025,45.87,2017,9,-3.604111317,Among top losers,1863.0476190476197,1809.1029411764707,1896.7857142857154,38.30198040958354,38.30198040958354,1973.389675104882,1820.181753466548,-3.438264469474988,5.7390562819783995,-1.2252794002000003,1.9247682458054123,1.0
93,93,BAJFINANCE,EQ,2017-09-26,1796.0,1796.0,1862.8,1780.95,1839.0,1840.1,1819.82,1044947,1901610946.0,35310,221426,21.19,2017,9,2.45545657,Positive,1863.5309523809528,1810.3367647058826,1895.4392857142866,40.02680918204854,40.02680918204854,1975.4929040783834,1815.3856673501891,2.455456570155897,4.59586175917347,-0.7357574112000004,2.5321922221648863,-1.0
94,94,BAJFINANCE,EQ,2017-09-27,1840.1,1859.0,1859.0,1795.25,1808.2,1806.75,1820.25,764148,1390939693.0,28133,178509,23.36,2017,9,-1.8124015,Negative,1865.119047619048,1811.1294117647055,1884.2642857142864,41.46716694042863,41.46716694042863,1967.198619595144,1801.3299518334286,-2.8106508875739644,3.5510374599637933,-1.0260544284000004,2.561507599528029,1.0
95,95,BAJFINANCE,EQ,2017-09-28,1806.75,1817.0,1855.0,1791.0,1840.2,1842.85,1836.41,3925555,7208934248.0,62434,2845520,72.49,2017,9,1.99806282,Positive,1867.7285714285715,1815.398529411765,1880.8107142857148,42.83590863610539,42.83590863610539,1966.482531557925,1795.138897013504,1.422674738580072,3.573422668900056,-0.7797307510000003,2.8228594068546076,-1.0
96,96,BAJFINANCE,EQ,2017-09-29,1842.85,1857.95,1875.0,1830.35,1836.1,1838.05,1857.6,1216964,2260636381.0,48509,384644,31.61,2017,9,-0.260466126,No change,1870.4023809523808,1821.3529411764707,1874.9250000000006,42.63090135100903,42.63090135100903,1960.1868027020184,1789.6631972979824,-1.0710729567534159,2.4394241538503616,-0.24469191060000028,2.5526658383727145,1.0
97,97,BAJFINANCE,EQ,2017-10-03,1838.05,1860.0,1873.5,1831.7,1872.95,1867.8,1856.41,975293,1810539250.0,33905,535047,54.86,2017,10,1.618563151,Positive,1873.6333333333341,1826.4235294117648,1873.025,42.28754021803319,42.28754021803319,1957.6000804360665,1788.4499195639335,0.419354838709675,2.2820330840203065,0.7998429829999998,1.7885165980723787,-1.0
98,98,BAJFINANCE,EQ,2017-10-04,1867.8,1879.95,1879.95,1852.0,1862.0,1862.65,1863.91,538069,1002910578.0,23734,169438,31.49,2017,10,-0.275725452,No change,1876.5523809523816,1830.8867647058826,1869.8464285714288,41.18321850296804,41.18321850296804,1952.2128655773652,1787.4799915654926,-0.9202372403521345,1.5091792656587497,0.25360657859999974,1.558772477606315,1.0
99,99,BAJFINANCE,EQ,2017-10-05,1862.65,1865.0,1885.5,1855.4,1867.0,1866.2,1872.35,398463,746062275.8,18446,88363,22.18,2017,10,0.190588677,No change,1879.9714285714292,1835.1470588235293,1866.725,39.53707972367712,39.53707972367712,1945.7991594473544,1787.6508405526458,0.06434316353887644,1.6222916891236343,0.6542046139999997,1.0784565931252896,1.0
100,100,BAJFINANCE,EQ,2017-10-06,1866.2,1880.0,1934.55,1868.4,1926.0,1923.6,1906.7,1227615,2340687927.0,31737,293154,23.88,2017,10,3.075768942,Among top gainers,1883.0500000000006,1840.8779411764706,1868.2142857142856,41.3495997030669,41.3495997030669,1950.9134851204199,1785.515086308152,2.3191489361702082,3.5404624277456573,0.8697458383999997,1.4558505514604618,1.0
101,101,BAJFINANCE,EQ,2017-10-09,1923.6,1928.0,1954.0,1916.0,1940.5,1941.3,1938.19,999574,1937362471.0,35652,314837,31.5,2017,10,0.920149719,Slight positive,1882.007142857144,1847.829411764706,1870.3321428571426,44.392764514144204,44.392764514144204,1959.1176718854315,1781.5466138288543,0.6898340248962632,1.9832985386221296,1.1058690073999997,1.3157121669237295,1.0
102,102,BAJFINANCE,EQ,2017-10-10,1941.3,1944.0,1959.4,1943.0,1949.75,1950.8,1950.94,517117,1008863606.0,20493,158575,30.67,2017,10,0.489362798,No change,1884.8452380952392,1855.4823529411767,1873.117857142857,48.2510884976521,48.2510884976521,1969.6200341381607,1776.6156801475531,0.34979423868312526,0.8440555841482291,0.8800289367999998,1.3025551772063724,-1.0
103,103,BAJFINANCE,EQ,2017-10-11,1950.8,1967.0,1967.0,1901.95,1922.85,1923.55,1933.33,726978,1405488999.0,28265,277413,38.16,2017,10,-1.396862826,Negative,1884.9928571428586,1862.5602941176473,1874.45,49.438874458180855,49.438874458180855,1973.3277489163613,1775.572251083638,-2.2089476359939018,3.4201740319146112,0.6558014619999998,1.6111857472579474,1.0
104,104,BAJFINANCE,EQ,2017-10-12,1923.55,1940.0,1957.75,1923.0,1953.0,1953.15,1939.04,1019350,1976564299.0,20123,604957,59.35,2017,10,1.53882145,Positive,1887.7904761904772,1867.6735294117652,1876.8535714285715,52.51954751212713,52.51954751212713,1981.8926664528256,1771.814476404317,0.6778350515463964,1.8070722828913157,0.9254480165999999,1.6266094407163643,-1.0
105,105,BAJFINANCE,EQ,2017-10-13,1953.15,1955.1,1973.7,1948.45,1953.0,1953.05,1955.5,849832,1661844703.0,26474,460159,54.15,2017,10,-0.0051199340000000005,No change,1889.976190476192,1873.3485294117647,1883.275,56.08973493772334,56.08973493772334,1995.4544698754464,1771.0955301245526,-0.10485397166385119,1.29590187071775,0.3092702414,1.1098574757293245,-1.0
106,106,BAJFINANCE,EQ,2017-10-16,1953.05,1966.0,1967.0,1875.35,1882.45,1886.3,1920.54,2652753,5094715937.0,78653,1341251,50.56,2017,10,-3.4177312410000003,Among top losers,1888.8523809523824,1875.0058823529416,1889.725,50.160165585232065,50.160165585232065,1990.045331170464,1789.4046688295355,-4.053916581892169,4.887087743621196,-0.5583059506000001,1.9157934736527522,-1.0
107,107,BAJFINANCE,EQ,2017-10-17,1886.3,1880.25,1902.0,1856.4,1872.0,1867.1,1879.04,1782421,3349239353.0,55613,604632,33.92,2017,10,-1.017865663,Negative,1887.1547619047635,1877.7617647058828,1891.6535714285708,48.60019572722637,48.60019572722637,1988.853962883024,1794.4531799741187,-0.6993750831006564,2.4563671622495105,-0.8597516428,1.8262185199545744,1.0
108,108,BAJFINANCE,EQ,2017-10-18,1867.1,1870.0,1884.0,1848.65,1872.9,1868.5,1867.98,710046,1326354711.0,31751,262659,36.99,2017,10,0.074982593,No change,1885.1000000000013,1880.1279411764715,1896.0642857142848,42.7522713232424,42.7522713232424,1981.5688283607699,1810.5597430678006,-0.08021390374331551,1.9122062045276234,-0.5653825590000001,1.8365912862877358,-1.0
109,109,BAJFINANCE,EQ,2017-10-19,1868.5,1872.8,1872.8,1832.0,1839.25,1845.9,1854.36,169845,314953117.5,6851,74078,43.62,2017,10,-1.209526358,Negative,1881.9619047619062,1882.0102941176474,1896.2821428571426,42.46706238206343,42.46706238206343,1981.2162676212693,1811.348018093016,-1.4363519863306207,2.2270742358078577,-1.1150521206000001,1.4114561451762284,-1.0
110,110,BAJFINANCE,EQ,2017-10-23,1845.9,1845.0,1856.9,1812.2,1836.4,1833.75,1832.25,1011137,1852659365.0,28835,468621,46.35,2017,10,-0.658215505,Slight negative,1878.5738095238107,1883.0044117647064,1895.975,42.933610421738145,42.933610421738145,1981.8422208434765,1810.1077791565235,-0.6097560975609756,2.4666151638891978,-1.2456712348,1.3096065505098464,-1.0
111,111,BAJFINANCE,EQ,2017-10-24,1833.75,1848.0,1848.0,1816.0,1826.0,1826.05,1828.03,929872,1699829366.0,32263,527972,56.78,2017,10,-0.419904567,No change,1874.1238095238111,1883.7308823529413,1892.992857142857,46.35482240758768,46.35482240758768,1985.7025019580326,1800.2832123276817,-1.1877705627705653,1.762114537444934,-0.6461059,0.5066878314603552,-1.0
112,112,BAJFINANCE,EQ,2017-10-25,1826.05,1820.0,1820.0,1713.55,1731.9,1726.35,1747.97,2865279,5008421484.0,78688,1674601,58.44,2017,10,-5.459872402,Among top losers,1867.6095238095252,1881.7294117647061,1883.2571428571425,64.12498570142711,64.12498570142711,2011.5071142599966,1755.0071714542887,-5.1456043956044,6.212249423711012,-1.5345072478000001,2.242475645058782,1.0
113,113,BAJFINANCE,EQ,2017-10-26,1726.35,1739.0,1766.0,1700.1,1754.1,1746.75,1742.35,1641262,2859656615.0,54063,717540,43.72,2017,10,1.1816839,Positive,1865.2642857142869,1878.4294117647064,1874.725,73.7877771564624,73.7877771564624,2022.3005543129245,1727.1494456870748,0.4456584243818286,3.876242573966243,-1.3131669864000002,2.482794157894124,1.0
114,114,BAJFINANCE,EQ,2017-10-27,1746.75,1760.05,1828.65,1752.45,1823.5,1819.0,1803.07,1656079,2986020937.0,40849,767329,46.33,2017,10,4.136253041,Among top gainers,1864.259523809525,1874.1882352941186,1867.2535714285711,73.75388767923799,73.75388767923799,2014.7613467870472,1719.7457960700951,3.3493366665719755,4.348198236754261,-0.2440111066000003,3.4866543096681983,-1.0
115,115,BAJFINANCE,EQ,2017-10-30,1819.0,1832.0,1836.25,1797.8,1804.3,1804.3,1812.83,563901,1022259449.0,18534,196030,34.76,2017,10,-0.808136339,Slight negative,1864.1428571428585,1871.6323529411773,1857.4678571428572,72.24685408945946,72.24685408945946,2001.961565321776,1712.974148963938,-1.5120087336244565,2.1387251084659056,-0.2739952734000003,3.491747765925908,-1.0
116,116,BAJFINANCE,EQ,2017-10-31,1804.3,1787.0,1824.05,1774.55,1800.2,1800.6,1800.2,764883,1376943974.0,26964,251068,32.82,2017,10,-0.205065676,No change,1862.1309523809534,1868.1073529411774,1846.7392857142852,68.36921028383055,68.36921028383055,1983.4777062819464,1710.0008651466244,0.7610520425293738,2.7894395762305937,-0.2310274952000003,3.4908251338693526,1.0
117,117,BAJFINANCE,EQ,2017-11-01,1800.6,1809.6,1819.7,1801.0,1804.15,1806.75,1809.47,468999,848640264.3,13867,176030,37.53,2017,11,0.34155281600000004,No change,1860.6404761904773,1865.5294117647068,1838.3964285714285,65.33425731246139,65.33425731246139,1969.0649431963514,1707.7279139465054,-0.15749336870026023,1.0383120488617459,0.9292575483999996,1.9364376250225732,1.0
118,118,BAJFINANCE,EQ,2017-11-02,1806.75,1815.0,1821.9,1802.0,1810.0,1810.2,1810.78,458603,830428226.3,17854,214936,46.87,2017,11,0.190950602,No change,1857.8976190476199,1862.6779411764712,1828.1857142857134,56.60822320180544,56.60822320180544,1941.4021606893245,1714.969267882103,-0.2644628099173529,1.1043285238623801,0.7311108887999997,1.954752560618573,1.0
119,119,BAJFINANCE,EQ,2017-11-03,1810.2,1825.0,1845.0,1808.4,1833.65,1836.95,1827.91,769995,1407480453.0,27818,377379,49.01,2017,11,1.477737267,Positive,1856.6738095238104,1860.5323529411767,1819.8928571428567,44.011628083870065,44.011628083870065,1907.916113310597,1731.8696009751168,0.6547945205479476,2.0238885202388803,0.1994077339999997,0.8415977276574756,-1.0
120,120,BAJFINANCE,EQ,2017-11-06,1836.95,1818.0,1844.9,1811.8,1816.15,1822.0,1831.05,583097,1067680073.0,19471,295547,50.69,2017,11,-0.8138490429999999,Slight negative,1854.5690476190484,1858.1573529411767,1815.3,39.69161411140559,39.69161411140559,1894.6832282228106,1735.9167717771884,0.22002200220022,1.8269124627442397,0.19826519319999972,0.8433096481860186,-1.0
121,121,BAJFINANCE,EQ,2017-11-07,1822.0,1848.0,1848.0,1773.3,1798.85,1802.55,1797.15,769590,1383071434.0,23907,313648,40.76,2017,11,-1.067508233,Negative,1848.804761904763,1854.948529411765,1810.6892857142852,36.85962549671045,36.85962549671045,1884.4085367077066,1736.9700347208645,-2.459415584415587,4.2124851970901735,0.025776681799999694,1.0167878090454794,-1.0
122,122,BAJFINANCE,EQ,2017-11-08,1802.55,1794.55,1804.9,1771.55,1782.45,1775.7,1785.0,549567,980975086.5,38151,279238,50.81,2017,11,-1.489556462,Negative,1840.9190476190486,1850.9455882352945,1804.060714285714,33.88811442748116,33.88811442748116,1871.8369431406766,1736.2844854307516,-1.0504026078961248,1.8825322457734832,-0.34044517380000033,1.1896803695391234,-1.0
123,123,BAJFINANCE,EQ,2017-11-09,1775.7,1787.05,1793.4,1733.0,1753.0,1753.0,1757.93,866349,1522982760.0,37793,426981,49.29,2017,11,-1.278369094,Negative,1831.5000000000007,1846.477941176471,1797.4249999999995,34.15965766131117,34.15965766131117,1865.744315322622,1729.1056846773777,-1.9053747796648084,3.485285631852285,-0.6343091130000003,1.2069483483564578,-1.0
124,124,BAJFINANCE,EQ,2017-11-10,1753.0,1731.1,1769.0,1731.1,1741.0,1745.0,1751.56,805954,1411677149.0,26854,447049,55.47,2017,11,-0.456360525,No change,1822.9976190476195,1841.3455882352946,1791.0857142857142,35.121472878317256,35.121472878317256,1861.3286600423487,1720.8427685290796,0.8029576569811155,2.1893593668765576,-1.0211286714000003,0.40301246795159984,-1.0
125,125,BAJFINANCE,EQ,2017-11-13,1745.0,1759.95,1759.95,1718.5,1728.0,1728.75,1736.25,544530,945441622.5,36384,279343,51.3,2017,11,-0.931232092,Slight negative,1812.3119047619045,1837.3926470588237,1784.1357142857141,37.23391458877132,37.23391458877132,1858.6035434632568,1709.6678851081713,-1.7727776357282903,2.4119871981379135,-1.0446052812000004,0.39116396558777883,1.0
126,126,BAJFINANCE,EQ,2017-11-14,1728.75,1731.0,1769.9,1720.2,1752.0,1754.9,1744.76,633554,1105398441.0,29951,193953,30.61,2017,11,1.512653651,Positive,1802.8761904761911,1836.183823529412,1786.175,34.507584171948835,34.507584171948835,1855.1901683438973,1717.1598316561026,1.3807047949162388,2.8891989303569376,-0.5285729044000004,1.2061963587537972,-1.0
127,127,BAJFINANCE,EQ,2017-11-15,1754.9,1762.1,1763.95,1707.05,1719.0,1713.8,1721.57,926465,1594969946.0,50982,458440,49.48,2017,11,-2.34201379,Negative,1794.6619047619051,1832.4691176470596,1783.821428571429,38.31681050182139,38.31681050182139,1860.4550495750714,1707.187807567786,-2.74104761364281,3.3332356990129224,-0.6990643700000004,1.4176900553241227,1.0
128,128,BAJFINANCE,EQ,2017-11-16,1713.8,1725.0,1780.2,1716.5,1777.75,1764.25,1742.16,901089,1569844848.0,36679,472597,52.45,2017,11,2.943750729,Positive,1789.7642857142862,1831.2191176470596,1779.9107142857142,37.22872225833886,37.22872225833886,1854.368158802392,1705.4532697690365,2.27536231884058,3.711039906787069,0.14535959459999961,2.0861824641051543,1.0
129,129,BAJFINANCE,EQ,2017-11-17,1764.25,1790.0,1817.0,1778.1,1780.0,1787.35,1796.68,943939,1695955573.0,34004,392311,41.56,2017,11,1.309338246,Positive,1785.9000000000005,1829.5867647058828,1778.7,36.64559476095511,36.64559476095511,1851.9911895219104,1705.40881047809,-0.14804469273743526,2.187728474214054,0.49849934879999963,2.108190566739684,1.0
130,130,BAJFINANCE,EQ,2017-11-20,1787.35,1786.8,1807.5,1770.05,1805.0,1805.25,1795.2,602115,1080918085.0,28187,307818,51.12,2017,11,1.001482642,Positive,1783.9642857142858,1828.6220588235294,1779.0321428571426,36.87968279075592,36.87968279075592,1852.7915084386548,1705.2727772756311,1.0325721961047707,2.1157594418236796,0.8850422955999996,1.9518998959080165,1.0
131,131,BAJFINANCE,EQ,2017-11-21,1805.25,1819.0,1822.75,1791.25,1807.8,1809.75,1809.44,495585,896730711.8,31788,244765,49.39,2017,11,0.249272954,No change,1782.8214285714291,1826.9147058823526,1779.2464285714286,37.06139119127198,37.06139119127198,1853.3692109539725,1705.1236461888848,-0.508521165475536,1.7585484996510816,0.6323661561999996,1.9320153531845918,-1.0
132,132,BAJFINANCE,EQ,2017-11-22,1809.75,1816.7,1816.7,1768.55,1773.8,1773.95,1777.15,738204,1311896228.0,38573,457817,62.02,2017,11,-1.978173781,Negative,1780.3404761904765,1824.3058823529414,1776.6571428571426,35.98308821324489,35.98308821324489,1848.6233192836328,1704.6909664306534,-2.353167831782903,2.7225693364620787,0.7051341579999997,1.7938952093624068,-1.0
133,133,BAJFINANCE,EQ,2017-11-23,1773.95,1777.0,1782.45,1747.0,1762.6,1763.65,1764.01,587412,1036202227.0,21004,280029,47.67,2017,11,-0.580625159,Slight negative,1782.1166666666668,1821.2897058823526,1771.4214285714286,31.601306656800016,31.601306656800016,1834.6240418850286,1708.2188152578283,-0.751266178953287,2.029192902117919,0.0002589803999996754,1.3256854715586686,1.0
134,134,BAJFINANCE,EQ,2017-11-24,1763.65,1773.0,1798.3,1764.0,1785.1,1790.0,1787.18,572947,1023960777.0,25011,199726,34.86,2017,11,1.494060613,Positive,1784.1761904761904,1817.3602941176473,1769.1357142857144,28.684198468107372,28.684198468107372,1826.5041112219287,1711.7673173494995,0.9588268471517203,1.9444444444444418,0.037203453799999675,1.3730165877883167,-1.0
135,135,BAJFINANCE,EQ,2017-11-27,1790.0,1780.0,1784.3,1765.0,1772.0,1773.25,1773.47,573099,1016371803.0,20175,269114,46.96,2017,11,-0.93575419,Slight negative,1781.9976190476193,1812.4176470588238,1767.0428571428574,27.082884583481327,27.082884583481327,1821.20862630982,1712.8770879758945,-0.3792134831460674,1.0934844192634536,-0.3502439126000003,1.3045049939104492,-1.0
136,136,BAJFINANCE,EQ,2017-11-28,1773.25,1772.0,1783.95,1762.5,1764.4,1766.4,1772.84,552962,980314318.4,24523,272475,49.28,2017,11,-0.386296349,No change,1780.1928571428573,1806.994117647059,1766.3785714285714,26.968020336662732,26.968020336662732,1820.314612101897,1712.4425307552465,-0.31602708803611224,1.2170212765957473,-0.4773577732000002,1.261747077824882,-1.0
137,137,BAJFINANCE,EQ,2017-11-29,1766.4,1765.0,1777.95,1751.0,1755.4,1756.3,1760.9,687118,1209947268.0,21895,400782,58.33,2017,11,-0.57178442,Slight negative,1778.0833333333335,1802.0750000000005,1766.6142857142859,26.856280089009232,26.856280089009232,1820.3268458923044,1712.9017255362673,-0.49291784702549835,1.5391205025699626,-0.1960799010000002,0.9655185457836741,-1.0
