,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,year,month,pct_change,Trend,21 moving average,34 moving average,average,std 20,std14,upperband,lowerband,open-close,low-high,5_day_rolling,5_day_rolling_std,Action
138,138,BAJFINANCE,EQ,2017-11-30,1756.3,1754.85,1759.4,1722.35,1734.75,1727.05,1732.98,1304556,2260771042.0,30256,945414,72.47,2017,11,-1.665433013,Negative,1774.2880952380956,1795.4250000000006,1765.332142857143,28.35423999728632,28.35423999728632,1822.040622851716,1708.6236628625704,-1.584180984129695,2.1511307225593046,-0.41304147180000006,1.1731012472590188,-1.0
139,139,BAJFINANCE,EQ,2017-12-01,1727.05,1737.0,1741.8,1705.3,1708.0,1711.6,1727.03,601822,1039361927.0,21368,302933,50.34,2017,12,-0.8945890390000001,Slight negative,1769.5928571428574,1788.3235294117649,1764.107142857143,30.356090867349657,30.356090867349657,1824.8193245918421,1703.3949611224436,-1.4622913068508976,2.1403858558611386,-0.8907714022000001,0.48948605978884785,-1.0
140,140,BAJFINANCE,EQ,2017-12-04,1711.6,1724.0,1724.0,1670.15,1675.8,1675.95,1682.06,802041,1349080082.0,40300,392675,48.96,2017,12,-2.082846459,Negative,1761.926190476191,1782.1367647058826,1758.4678571428574,38.45185604773877,38.45185604773877,1835.3715692383344,1681.5641450473795,-2.7871229698375846,3.224261293895752,-1.120189856,0.7270216238250748,1.0
141,141,BAJFINANCE,EQ,2017-12-05,1675.95,1675.95,1719.0,1661.05,1710.0,1707.4,1685.62,1109920,1870905926.0,44648,508540,45.82,2017,12,1.87654763,Positive,1756.4690476190485,1777.4397058823529,1758.0107142857144,39.057030188461546,39.057030188461546,1836.1247746626373,1679.8966539087912,1.8765476297025594,3.488757111465642,-0.6676210602000001,1.5436956526270431,-1.0
142,142,BAJFINANCE,EQ,2017-12-06,1707.4,1699.95,1714.9,1662.5,1674.95,1671.45,1682.6,933213,1570221451.0,48497,416557,44.64,2017,12,-2.105540588,Negative,1750.2261904761908,1771.644117647059,1751.382142857143,45.293545163919646,45.293545163919646,1841.9692331849826,1660.7950525293036,-1.6765198976440483,3.1518796992481257,-0.9743722938000001,1.6673280557531764,1.0
143,143,BAJFINANCE,EQ,2017-12-07,1671.45,1685.0,1690.15,1661.0,1672.0,1676.3,1678.22,986167,1655007023.0,33701,545539,55.32,2017,12,0.29016722,No change,1745.4928571428575,1766.6558823529413,1743.4500000000005,48.14429033963688,48.14429033963688,1839.738580679274,1647.1614193207267,-0.5163204747774508,1.754966887417224,-0.5832522472000001,1.6938530184231644,1.0
144,144,BAJFINANCE,EQ,2017-12-08,1676.3,1685.0,1708.2,1683.3,1706.0,1702.25,1698.19,767714,1303727658.0,34736,363165,47.3,2017,12,1.548052258,Positive,1743.0761904761912,1762.7882352941178,1736.0928571428574,45.786090670646544,45.786090670646544,1827.6650384841505,1644.5206758015647,1.0237388724035608,1.479237212618077,-0.09472398780000016,1.918904712777617,1.0
145,145,BAJFINANCE,EQ,2017-12-11,1702.25,1710.0,1720.0,1690.2,1708.95,1707.8,1706.63,616189,1051605380.0,32044,244995,39.76,2017,12,0.326039066,No change,1741.304761904763,1759.3102941176473,1728.8107142857143,41.030435132258056,41.030435132258056,1810.8715845502304,1646.7498440211984,-0.12865497076023658,1.7631049579931342,0.3870531171999999,1.5646601771089468,-1.0
146,146,BAJFINANCE,EQ,2017-12-12,1707.8,1705.0,1716.0,1690.1,1696.9,1699.25,1701.26,1051828,1789435910.0,26068,287433,27.33,2017,12,-0.500644104,Slight negative,1739.9000000000005,1758.5132352941175,1723.475,39.53884044639825,39.53884044639825,1802.5526808927966,1644.3973191072034,-0.3372434017595308,1.5324537009644454,-0.0883852296000001,1.3446049814116137,-1.0
147,147,BAJFINANCE,EQ,2017-12-13,1699.25,1694.75,1700.75,1661.0,1670.0,1671.8,1682.1,932378,1568349863.0,56437,437203,46.89,2017,12,-1.615418567,Negative,1735.942857142858,1756.308823529412,1716.9142857142856,39.97771700763375,39.97771700763375,1796.869719729553,1636.9588516990182,-1.3541820327481957,2.3931366646598433,0.009639174599999922,1.1669105984032184,1.0
148,148,BAJFINANCE,EQ,2017-12-14,1671.8,1675.0,1698.9,1627.05,1692.5,1685.85,1656.79,1257072,2082704543.0,62443,509538,40.53,2017,12,0.8404115320000001,Slight positive,1734.6119047619054,1752.3926470588235,1709.475,34.669315573101315,34.669315573101315,1778.8136311462024,1640.1363688537972,0.6477611940298453,4.415967548630966,0.11968803699999993,1.2245054454400528,1.0
149,149,BAJFINANCE,EQ,2017-12-15,1685.85,1700.0,1739.7,1692.0,1725.0,1729.6,1715.37,1507279,2585543229.0,46769,891481,59.15,2017,12,2.595130053,Positive,1732.9619047619053,1750.1955882352938,1706.3571428571427,30.16259691649323,30.16259691649323,1766.6823366901294,1646.031949024156,1.74117647058823,2.8191489361702153,0.3291035959999999,1.5705069873004518,1.0
150,150,BAJFINANCE,EQ,2017-12-18,1729.6,1726.0,1773.0,1653.2,1754.9,1756.85,1746.21,1630170,2846622433.0,47529,704794,43.23,2017,12,1.575508788,Positive,1731.5095238095246,1748.9088235294116,1705.6749999999995,28.776377531679465,28.776377531679465,1763.2277550633585,1648.1222449366405,1.7873696407879436,7.2465521413017155,0.5789975404,1.6663770868788714,1.0
151,151,BAJFINANCE,EQ,2017-12-19,1756.85,1766.0,1770.85,1739.05,1760.05,1757.75,1752.46,707467,1239809731.0,36199,287209,40.6,2017,12,0.05122805,No change,1729.2476190476195,1747.4676470588236,1705.7785714285708,28.974529360249228,28.974529360249228,1763.7276301490695,1647.8295127080726,-0.46715741789354476,1.828584572036454,0.6893719712,1.5936791052860888,1.0
152,152,BAJFINANCE,EQ,2017-12-20,1757.75,1765.0,1785.0,1750.0,1770.0,1770.4,1770.77,957893,1696209301.0,39132,499255,52.12,2017,12,0.719670033,Slight positive,1727.3738095238102,1746.2970588235294,1708.8749999999998,33.400862206737074,33.400862206737074,1775.6767244134742,1642.0732755865256,0.3059490084985887,2.0,1.1563896912,0.9692243233772658,-1.0
153,153,BAJFINANCE,EQ,2017-12-21,1770.4,1774.95,1774.95,1743.35,1755.5,1748.05,1754.27,896398,1572523191.0,32656,522823,58.32,2017,12,-1.26242657,Negative,1726.140476190477,1743.6823529411768,1711.478571428571,35.011408658654744,35.011408658654744,1781.5013887458808,1641.4557541112615,-1.515535648891523,1.8126021739754,0.7358220708000001,1.4683347240849074,1.0
154,154,BAJFINANCE,EQ,2017-12-22,1748.05,1756.0,1788.4,1750.0,1776.05,1782.45,1773.75,662716,1175495327.0,28292,228279,34.45,2017,12,1.967907096,Positive,1727.0357142857151,1742.5191176470594,1719.0857142857142,38.12922071754232,38.12922071754232,1795.3441557207987,1642.8272728506295,1.5062642369020527,2.1942857142857193,0.6103774794000001,1.2851413401748741,1.0
155,155,BAJFINANCE,EQ,2017-12-26,1782.45,1784.7,1795.0,1774.2,1788.0,1789.5,1787.1,494224,883226060.6,18280,200663,40.6,2017,12,0.395523016,No change,1727.0119047619055,1742.1352941176474,1724.9499999999994,42.28115146528476,42.28115146528476,1809.512302930569,1640.38769706943,0.26895276517061434,1.1723593732386401,0.37438032500000007,1.1664651484382582,-1.0
156,156,BAJFINANCE,EQ,2017-12-27,1789.5,1797.2,1797.6,1762.0,1768.9,1770.95,1783.43,450413,803278246.0,15715,151100,33.55,2017,12,-1.036602403,Negative,1726.9023809523817,1741.9955882352942,1732.0571428571427,40.93769589332707,40.93769589332707,1813.9325346437963,1650.1817510704886,-1.460605386156243,2.020431328036317,0.15681423440000009,1.3315717796148054,-1.0
157,157,BAJFINANCE,EQ,2017-12-28,1770.95,1780.0,1782.0,1745.5,1749.0,1755.15,1764.13,886376,1563684260.0,26893,522092,58.9,2017,12,-0.892176515,Slight negative,1726.3666666666672,1742.058823529412,1737.6892857142857,37.99489934679659,37.99489934679659,1813.6790844078787,1661.6994870206922,-1.3960674157303319,2.0910913778287026,-0.1655550751999999,1.3561248744598877,1.0
158,158,BAJFINANCE,EQ,2017-12-29,1755.15,1749.25,1765.9,1748.15,1760.0,1756.7,1757.61,447507,786541698.3,33248,233063,52.08,2017,12,0.08831154,No change,1726.3857142857144,1742.4029411764707,1741.5785714285714,36.85799524101101,36.85799524101101,1815.2945619105933,1667.8625809465493,0.4258968129198254,1.0153590938992647,0.10459254680000007,1.2096198983939574,-1.0
159,159,BAJFINANCE,EQ,2018-01-01,1756.7,1759.5,1760.0,1720.4,1733.85,1725.65,1735.49,535319,929040050.6,15343,287325,53.67,2018,1,-1.767518643,Negative,1726.3190476190478,1742.3117647058825,1742.8535714285715,35.89581325642636,35.89581325642636,1814.645197941424,1671.0619449157186,-1.923842000568338,2.3017902813299176,-0.642492601,0.8796162944374749,-1.0
160,160,BAJFINANCE,EQ,2018-01-02,1725.65,1739.7,1739.7,1710.0,1722.0,1724.65,1724.04,576208,993408074.9,18519,233227,40.48,2018,1,-0.057949179,No change,1726.9404761904764,1741.4220588235294,1744.6678571428574,34.12041801947549,34.12041801947549,1812.9086931818078,1676.4270211039066,-0.8650916824739872,1.7368421052631606,-0.73318704,0.761246754754924,-1.0
161,161,BAJFINANCE,EQ,2018-01-03,1724.65,1727.0,1738.35,1711.0,1714.55,1715.3,1721.42,416136,716343469.1,23599,233552,56.12,2018,1,-0.542138985,Slight negative,1728.8142857142866,1741.4661764705884,1747.775,28.490516303330427,28.490516303330427,1804.7560326066612,1690.7939673933392,-0.6774753908511897,1.5984804208065406,-0.6342943564000001,0.7438961871401188,1.0
162,162,BAJFINANCE,EQ,2018-01-04,1715.3,1725.0,1758.25,1714.0,1753.3,1754.0,1739.42,730147,1270035644.0,38646,377452,51.7,2018,1,2.256165102,Positive,1731.033333333334,1741.164705882353,1752.6428571428573,22.23047853339505,22.23047853339505,1797.1038142096475,1708.1819000760672,1.6811594202898552,2.5816802800466743,-0.004626033000000018,1.459397806839299,1.0
163,163,BAJFINANCE,EQ,2018-01-05,1754.0,1766.0,1821.0,1759.1,1818.0,1814.5,1788.55,984327,1760513192.0,34458,422411,42.91,2018,1,3.449258837,Among top gainers,1737.8452380952388,1741.9632352941178,1758.7071428571433,26.60971379273787,26.60971379273787,1811.926570442619,1705.4877152716674,2.746319365798415,3.518844863850838,0.6675634264,2.131950854881914,1.0
164,164,BAJFINANCE,EQ,2018-01-08,1814.5,1820.0,1843.0,1820.0,1833.1,1836.85,1833.42,825022,1512610921.0,53313,398084,48.25,2018,1,1.231744282,Positive,1745.4904761904768,1742.8926470588235,1764.421428571429,33.79885475008187,33.79885475008187,1832.0191380715928,1696.8237190712653,0.9258241758241708,1.2637362637362637,1.2674160114,1.6409157142418336,-1.0
165,165,BAJFINANCE,EQ,2018-01-09,1836.85,1843.0,1843.0,1810.0,1810.0,1819.5,1826.33,512721,936395931.9,20923,202823,39.56,2018,1,-0.944551814,Slight negative,1751.0738095238098,1743.1794117647062,1768.8321428571433,36.76065312438575,36.76065312438575,1842.3534491059147,1695.3108366083718,-1.2750949538795442,1.8232044198895028,1.0900954844,1.8540100762392135,-1.0
166,166,BAJFINANCE,EQ,2018-01-10,1819.5,1820.0,1820.95,1794.0,1800.0,1802.2,1803.52,406791,733656315.8,25341,164009,40.32,2018,1,-0.950810662,Slight negative,1755.5690476190478,1744.0102941176474,1771.1035714285715,37.83183165355965,37.83183165355965,1846.7672347356909,1695.4399081214526,-0.9780219780219754,1.50222965440357,1.008361149,1.9504563234398211,-1.0
167,167,BAJFINANCE,EQ,2018-01-11,1802.2,1798.0,1798.0,1773.05,1780.9,1780.35,1784.12,818471,1460250799.0,34719,567851,69.38,2018,1,-1.212407058,Negative,1759.4309523809525,1744.5014705882354,1773.4107142857144,37.29892336335559,37.29892336335559,1848.0085610124256,1698.8128675590033,-0.9816462736373799,1.4071797185640589,0.31464671699999985,2.0115738637233584,-1.0
168,168,BAJFINANCE,EQ,2018-01-12,1780.35,1783.0,1790.9,1751.15,1764.2,1770.1,1775.26,606316,1076365892.0,30809,283428,46.75,2018,1,-0.575729491,Slight negative,1764.1119047619045,1743.9161764705884,1772.5285714285715,37.214641009877354,37.214641009877354,1846.9578534483264,1698.0992894088167,-0.7234997195737571,2.269936898609485,-0.49035094860000017,0.9890131543202545,-1.0
169,169,BAJFINANCE,EQ,2018-01-15,1770.1,1771.0,1794.9,1733.0,1737.0,1738.15,1758.11,847037,1489187325.0,33803,470863,55.59,2018,1,-1.804982769,Negative,1766.602380952381,1742.8838235294115,1768.8607142857145,37.93678536810255,37.93678536810255,1844.7342850219195,1692.9871435495095,-1.854884246188589,3.571840738603583,-1.0976963588000002,0.4557660258213403,-1.0
170,170,BAJFINANCE,EQ,2018-01-16,1738.15,1745.8,1745.8,1684.6,1692.0,1687.35,1702.13,1076581,1832481398.0,50248,573521,53.27,2018,1,-2.922647643,Negative,1764.5904761904765,1740.5588235294117,1762.8892857142855,43.72115831111391,43.72115831111391,1850.3316023365135,1675.446969092058,-3.348035284683242,3.6329098895880354,-1.4933155246000003,0.9158755370588985,1.0
171,171,BAJFINANCE,EQ,2018-01-17,1687.35,1695.1,1709.85,1665.7,1701.2,1701.2,1688.89,1199501,2025820719.0,57848,719106,59.95,2018,1,0.820813702,Slight positive,1761.9404761904761,1738.9382352941175,1759.0357142857142,46.72981846814182,46.72981846814182,1852.495351221998,1665.5760773494305,0.3598607751755139,2.6505373116407434,-1.1389906518000001,1.3953909820877888,-1.0
172,172,BAJFINANCE,EQ,2018-01-18,1701.2,1712.0,1717.25,1654.0,1655.05,1660.7,1678.87,961692,1614557545.0,53475,545469,56.72,2018,1,-2.380672466,Negative,1757.3190476190475,1736.986764705882,1752.178571428571,53.63262394893532,53.63262394893532,1859.443819326442,1644.9133235307004,-2.996495327102801,3.8240628778718264,-1.3726437334000003,1.5043170309045142,1.0
173,173,BAJFINANCE,EQ,2018-01-19,1660.7,1660.9,1711.25,1632.6,1706.0,1701.9,1676.09,974597,1633515523.0,40611,396529,40.69,2018,1,2.480881556,Positive,1754.0571428571427,1736.7014705882348,1750.482142857143,54.89699307704074,54.89699307704074,1860.2761290112244,1640.6881567030616,2.46854115238726,4.817469067744708,-0.7613215240000003,2.3128926448094385,1.0
174,174,BAJFINANCE,EQ,2018-01-22,1701.9,1714.0,1726.0,1678.0,1709.5,1706.35,1703.41,924498,1574800275.0,35237,413117,44.69,2018,1,0.261472472,No change,1752.0714285714282,1737.595588235294,1749.1749999999995,55.7703145120125,55.7703145120125,1860.7156290240246,1637.6343709759747,-0.4463243873979049,2.860548271752086,-0.34803047580000035,2.2638860868527497,1.0
175,175,BAJFINANCE,EQ,2018-01-23,1706.35,1710.0,1718.0,1692.4,1711.0,1708.7,1704.03,1245493,2122354347.0,63364,744737,59.79,2018,1,0.137720866,No change,1748.5595238095236,1737.6338235294115,1748.7035714285714,56.10557515244251,56.10557515244251,1860.9147217334564,1636.4924211236864,-0.07602339181286284,1.5126447648310037,0.26404322599999963,1.7489175640396548,1.0
176,176,BAJFINANCE,EQ,2018-01-24,1708.7,1715.0,1746.85,1697.05,1739.75,1739.15,1732.5,1441313,2497070069.0,52165,685781,47.58,2018,1,1.782056534,Positive,1746.1619047619047,1739.6249999999998,1747.642857142857,56.13810531298175,56.13810531298175,1859.9190677688207,1635.3666465168935,1.4081632653061278,2.934503992221794,0.4562917923999996,1.8737945503130247,-1.0
177,177,BAJFINANCE,EQ,2018-01-25,1739.15,1741.0,1741.9,1703.4,1714.0,1710.3,1715.96,880891,1511573762.0,35833,446697,50.71,2018,1,-1.658856338,Negative,1743.2738095238094,1740.6249999999998,1740.2,53.434643760819846,53.434643760819846,1847.06928752164,1633.3307124783605,-1.7633543940264242,2.2601855113302807,0.6006550179999997,1.609790807271129,1.0
178,178,BAJFINANCE,EQ,2018-01-29,1710.3,1711.0,1735.25,1710.0,1719.65,1715.3,1719.91,643137,1106134895.0,28619,341533,53.1,2018,1,0.292346372,No change,1741.3761904761905,1741.0088235294115,1731.517857142857,45.86088331172271,45.86088331172271,1823.2396237663024,1639.7960905194116,0.2513150204558711,1.476608187134503,0.1629479811999996,1.2214306068475846,-1.0
179,179,BAJFINANCE,EQ,2018-01-30,1715.3,1715.0,1718.95,1671.0,1677.0,1678.4,1695.08,680104,1152829763.0,35443,369979,54.4,2018,1,-2.151227191,Negative,1737.6476190476196,1740.1441176470587,1721.439285714286,40.192259963686986,40.192259963686986,1801.8238056416599,1641.054765786912,-2.1341107871720064,2.869539198084982,-0.31959195140000035,1.592878418849636,-1.0
180,180,BAJFINANCE,EQ,2018-01-31,1678.4,1657.45,1690.0,1645.0,1677.0,1677.85,1664.18,1332225,2217057499.0,58047,762284,57.22,2018,1,-0.032769304,No change,1735.3714285714286,1739.5147058823527,1712.5571428571427,34.27677985695596,34.27677985695596,1781.1107025710544,1644.0035831432308,1.2308063591661806,2.735562310030395,-0.3536899854000003,1.5824321049761947,1.0
181,181,BAJFINANCE,EQ,2018-02-01,1677.85,1681.8,1760.0,1644.75,1742.9,1729.45,1703.43,1939812,3304341337.0,57513,897589,46.27,2018,2,3.0753643060000004,Among top gainers,1735.6,1741.2102941176468,1708.9214285714286,28.79384091650261,28.79384091650261,1766.5091104044338,1651.333746738423,2.833273873231067,7.007143942848456,-0.09502843100000025,2.0541930658444683,-1.0
182,182,BAJFINANCE,EQ,2018-02-02,1729.45,1708.05,1713.0,1620.2,1632.9,1628.9,1653.97,1645045,2720851310.0,63311,732562,44.53,2018,2,-5.813987106,Among top losers,1731.485714285714,1739.5352941176468,1698.8357142857144,30.40067957597179,30.40067957597179,1759.6370734376583,1638.034355133771,-4.633939287491576,5.7276879397605205,-0.9260545846000003,3.3047974548701045,-1.0
183,183,BAJFINANCE,EQ,2018-02-05,1628.9,1600.0,1627.95,1546.5,1615.0,1604.95,1589.91,1472164,2340612552.0,53212,620791,42.17,2018,2,-1.470317392,Negative,1724.388095238095,1735.8691176470584,1689.3214285714291,37.227190818853394,37.227190818853394,1763.7758102091354,1614.867046933722,0.30937500000000284,5.266731328806987,-1.2785873374000003,3.235624718441366,1.0
184,184,BAJFINANCE,EQ,2018-02-06,1604.95,1530.0,1683.75,1511.2,1666.0,1662.15,1607.5,2109416,3390882510.0,64905,881144,41.77,2018,2,3.5639739560000003,Among top gainers,1717.1333333333332,1733.0838235294116,1687.5214285714292,37.932397936149506,37.932397936149506,1763.386224443728,1611.65663269913,8.637254901960791,11.418078348332447,-0.13554710800000028,3.808978341053737,-1.0
185,185,BAJFINANCE,EQ,2018-02-07,1662.15,1680.0,1687.0,1620.6,1631.0,1641.65,1653.38,1466983,2425480979.0,40074,342529,23.35,2018,2,-1.233342358,Negative,1707.838095238095,1729.6691176470583,1683.2678571428573,39.58345908982782,39.58345908982782,1762.4347753225131,1604.100938963202,-2.2827380952380896,4.097247932864377,-0.37566171880000027,3.838605867134422,1.0
186,186,BAJFINANCE,EQ,2018-02-08,1641.65,1654.0,1679.0,1638.05,1655.0,1662.15,1661.81,750746,1247597462.0,27106,255959,34.09,2018,2,1.248743642,Positive,1700.345238095238,1726.4852941176468,1683.371428571429,39.52171610590352,39.52171610590352,1762.414860783236,1604.327996359622,0.4927448609431736,2.4999236897530626,-0.7409858516000003,3.500049412333837,-1.0
187,187,BAJFINANCE,EQ,2018-02-09,1662.15,1629.05,1655.0,1617.3,1638.55,1639.4,1641.4,703720,1155083376.0,33226,238294,33.86,2018,2,-1.3687092019999998,Negative,1692.5928571428574,1723.2897058823526,1678.9071428571435,40.777745896985934,40.777745896985934,1760.4626346511154,1597.3516510631714,0.6353396151131111,2.3310455697767916,0.14806972919999967,2.2196834967990964,1.0
188,188,BAJFINANCE,EQ,2018-02-12,1639.4,1645.0,1656.0,1635.3,1642.0,1643.8,1647.68,472115,777896104.9,24997,150273,31.83,2018,2,0.268390875,No change,1686.0904761904767,1719.2117647058822,1674.4392857142866,40.96589190351099,40.96589190351099,1756.3710695213085,1592.5075019072644,-0.07294832826747996,1.2658227848101293,0.49581138259999963,2.0309270248068265,1.0
189,189,BAJFINANCE,EQ,2018-02-14,1643.8,1654.0,1696.95,1651.55,1664.0,1669.95,1679.72,1066036,1790646251.0,52988,356774,33.47,2018,2,1.590826135,Positive,1681.3214285714291,1715.6955882352938,1671.671428571429,39.764458977858546,39.764458977858546,1751.2003465271466,1592.142510615712,0.9643288996372459,2.748932820683606,0.10118181839999947,1.3698021377940448,1.0
190,190,BAJFINANCE,EQ,2018-02-15,1669.95,1678.8,1711.85,1601.8,1679.0,1677.05,1683.78,1177116,1982003883.0,40409,254043,21.58,2018,2,0.42516243,No change,1678.4119047619051,1712.9338235294117,1667.2357142857147,34.8136491169019,34.8136491169019,1736.8630125195184,1597.6084160519108,-0.10424112461281869,6.8703958047196885,0.43288277599999947,1.14883774090963,-1.0
191,191,BAJFINANCE,EQ,2018-02-16,1677.05,1690.0,1703.95,1671.55,1672.5,1675.25,1686.57,947685,1598333401.0,31802,439846,46.41,2018,2,-0.107331326,No change,1677.8357142857146,1710.5838235294116,1664.7321428571433,32.67299288839813,32.67299288839813,1730.0781286339395,1599.3861570803474,-0.8727810650887574,1.9383207202895572,0.16166778239999946,1.0650970706132286,-1.0
192,192,BAJFINANCE,EQ,2018-02-19,1675.25,1675.0,1675.0,1623.55,1645.05,1642.7,1643.11,695310,1142473891.0,31155,251458,36.16,2018,2,-1.942993583,Negative,1675.0500000000006,1707.230882352941,1659.546428571429,29.65136178144449,29.65136178144449,1718.8491521343185,1600.2437050085402,-1.9283582089552214,3.168981552770167,0.04681090619999941,1.2805577220384843,-1.0
193,193,BAJFINANCE,EQ,2018-02-20,1642.7,1654.85,1657.7,1626.0,1626.0,1638.75,1642.29,583955,959021259.4,24082,210628,36.07,2018,2,-0.240457783,No change,1674.0047619047625,1704.675,1656.7142857142862,29.605589574699174,29.605589574699174,1715.9254648636843,1597.503106564888,-0.9728978457261932,1.9495694956949596,-0.05495882540000059,1.2787643003854505,-1.0
194,194,BAJFINANCE,EQ,2018-02-21,1638.75,1658.0,1658.0,1587.3,1600.0,1596.45,1602.99,1689744,2708650437.0,65333,934539,55.31,2018,2,-2.581235698,Negative,1668.9833333333338,1700.9044117647054,1650.9000000000005,32.940698465336425,32.940698465336425,1716.7813969306735,1585.0186030693278,-3.7123039806996356,4.454104454104457,-0.8893711920000005,1.2974204462356163,1.0
195,195,BAJFINANCE,EQ,2018-02-22,1596.45,1588.0,1617.5,1576.45,1601.0,1600.35,1598.81,1050625,1679752970.0,39414,469633,44.7,2018,2,0.244292023,No change,1663.9357142857148,1697.5235294117645,1641.678571428572,26.747938197210754,26.747938197210754,1695.1744478229934,1588.1826950341504,0.777707808564226,2.6039519172824988,-0.9255452734000006,1.2533804368677264,1.0
196,196,BAJFINANCE,EQ,2018-02-23,1600.35,1606.8,1638.0,1602.35,1630.0,1633.4,1623.54,711474,1155106936.0,26095,354665,49.85,2018,2,2.0651732430000003,Positive,1660.3500000000006,1693.9764705882349,1642.0000000000007,26.60924506776792,26.60924506776792,1695.2184901355365,1588.7815098644644,1.6554642768235088,2.2248572409273937,-0.4910443596000005,1.8449131441780455,1.0
197,197,BAJFINANCE,EQ,2018-02-26,1633.4,1640.0,1679.8,1636.5,1674.0,1674.95,1657.34,1036659,1718092508.0,45237,622443,60.04,2018,2,2.543773724,Positive,1657.2928571428574,1689.872058823529,1647.0000000000007,25.672006604013795,25.672006604013795,1698.344013208028,1595.655986791973,2.1310975609756126,2.6458906202260897,0.40630910179999946,2.0427044645533403,-1.0
198,198,BAJFINANCE,EQ,2018-02-27,1674.95,1676.0,1679.95,1651.0,1652.15,1656.8,1660.67,605244,1005108217.0,31038,298400,49.3,2018,2,-1.083614436,Negative,1654.7452380952386,1684.5764705882348,1646.6178571428575,25.46815211156136,25.46815211156136,1697.5541613659802,1595.6815529197347,-1.1455847255369955,1.753482737734709,0.23767777119999947,2.141841978002902,-1.0
199,199,BAJFINANCE,EQ,2018-02-28,1656.8,1644.0,1659.6,1629.0,1632.5,1640.25,1645.57,1756349,2890186920.0,84795,1188877,67.69,2018,2,-0.998913568,Slight negative,1651.1714285714288,1679.3044117647055,1646.5178571428573,25.49189620208013,25.49189620208013,1697.5016495470175,1595.534064738697,-0.22810218978102187,1.8784530386740277,0.5541421971999995,1.69056828933877,1.0
200,200,BAJFINANCE,EQ,2018-03-01,1640.25,1635.0,1666.0,1628.0,1658.45,1659.35,1652.22,1238390,2046088200.0,59500,688149,55.57,2018,3,1.164456638,Positive,1650.264285714286,1675.1029411764707,1646.3178571428573,25.370512919997918,25.370512919997918,1697.0588829828534,1595.5768313028616,1.4892966360856215,2.334152334152334,0.7381751201999995,1.6984714132219658,-1.0
201,201,BAJFINANCE,EQ,2018-03-05,1659.35,1660.0,1660.0,1621.0,1631.95,1636.95,1633.83,743779,1215209321.0,50523,379212,50.98,2018,3,-1.349926176,Negative,1648.3166666666668,1670.8852941176467,1646.142857142857,25.43028068708211,25.43028068708211,1697.0034185170214,1595.2822957686926,-1.3885542168674672,2.405922270203578,0.05515523639999938,1.7179844850198336,1.0
202,202,BAJFINANCE,EQ,2018-03-06,1636.95,1655.0,1671.85,1627.6,1628.75,1637.75,1652.31,944176,1560069889.0,36068,402338,42.61,2018,3,0.048871377,No change,1643.9500000000005,1666.9926470588236,1645.7107142857144,25.524386367749482,25.524386367749482,1696.7594870212133,1594.6619415502155,-1.042296072507553,2.7187269599410175,-0.44382523300000065,1.0449632444405252,-1.0
203,203,BAJFINANCE,EQ,2018-03-07,1637.75,1641.0,1648.65,1606.0,1624.25,1618.35,1627.87,644577,1049287801.0,25333,257592,39.96,2018,3,-1.184551977,Negative,1643.4476190476194,1663.4691176470585,1642.025,25.480473292903703,25.480473292903703,1692.9859465858076,1591.0640534141926,-1.3802559414990914,2.655666251556668,-0.46401274120000063,1.0612611526494689,1.0
204,204,BAJFINANCE,EQ,2018-03-08,1618.35,1634.95,1637.9,1594.2,1628.0,1628.05,1617.85,663196,1072948751.0,29042,246663,37.19,2018,3,0.599375908,Slight positive,1644.5476190476197,1661.725,1638.525,23.59491266874637,23.59491266874637,1685.7148253374924,1591.3351746625074,-0.4220312547784391,2.741186802157825,-0.14435484600000065,1.0998717665493014,1.0
205,205,BAJFINANCE,EQ,2018-03-09,1628.05,1635.0,1667.2,1616.45,1657.9,1654.2,1654.53,839718,1389336714.0,29095,369681,44.02,2018,3,1.606216025,Positive,1644.1690476190474,1660.3426470588233,1637.0214285714285,21.66650831161305,21.66650831161305,1680.3544451946545,1593.6884119482024,1.1743119266055073,3.1395960283336937,-0.05600296860000069,1.2400959855946654,1.0
206,206,BAJFINANCE,EQ,2018-03-12,1654.2,1663.0,1681.9,1655.05,1664.5,1665.25,1665.45,486187,809721851.6,19018,217543,44.74,2018,3,0.667996615,Slight positive,1645.2928571428574,1660.476470588235,1638.6321428571425,22.922902614750317,22.922902614750317,1684.4779480866434,1592.7863376276418,0.13529765484064943,1.622307483157617,0.3475815895999993,1.0230943097130933,1.0
207,207,BAJFINANCE,EQ,2018-03-13,1665.25,1665.5,1698.85,1663.6,1681.0,1680.7,1685.13,820802,1383160629.0,29990,278452,33.92,2018,3,0.92778862,Slight positive,1646.1761904761904,1659.8529411764707,1641.6285714285714,25.53272948050961,25.53272948050961,1692.6940303895904,1590.5631124675522,0.9126388471930379,2.1188987737436884,0.5233650381999992,1.0343840158851487,1.0
