Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,year,month,pct_change,Trend
BAJFINANCE,EQ,2017-08-04,1701.75,1704.9,1730,1701.05,1729.55,1723.45,1714.61,710636,1218461438,30960,328620,46.24,2017,8,1.275157926,Positive
BAJFINANCE,EQ,2017-08-07,1723.45,1735.5,1805.95,1729.6,1800,1798.15,1781.41,1504033,2679297945,45419,563718,37.48,2017,8,4.334329397,Among top gainers
BAJFINANCE,EQ,2017-08-08,1798.15,1813,1829.5,1772,1778,1779.8,1798.06,1761065,3166505882,52781,788011,44.75,2017,8,-1.020493285,Negative
BAJFINANCE,EQ,2017-08-09,1779.8,1769.9,1769.9,1682.55,1693,1697.7,1725.25,1899560,3277223611,55363,1150309,60.56,2017,8,-4.612877851,Among top losers
BAJFINANCE,EQ,2017-08-10,1697.7,1680,1689.9,1610.05,1650,1635.6,1655.57,1835002,3037977637,53350,1046613,57.04,2017,8,-3.657890087,Among top losers
BAJFINANCE,EQ,2017-08-11,1635.6,1590,1732.6,1590,1704.9,1695.4,1678.57,3505576,5884367717,71055,1489630,42.49,2017,8,3.656150648,Among top gainers
BAJFINANCE,EQ,2017-08-14,1695.4,1721.3,1742.35,1705,1717,1710.9,1718.56,1311855,2254500538,49700,678202,51.7,2017,8,0.914238528,Slight positive
BAJFINANCE,EQ,2017-08-16,1710.9,1730,1730,1683.2,1725,1721.35,1704.39,705754,1202879178,27125,233605,33.1,2017,8,0.610789643,Slight positive
BAJFINANCE,EQ,2017-08-17,1721.35,1730,1762.5,1720.5,1722,1728.75,1740.6,729269,1269367431,21925,165060,22.63,2017,8,0.42989514,No change
BAJFINANCE,EQ,2017-08-18,1728.75,1710,1722.9,1688.5,1701,1704.95,1705.49,932335,1590085129,52990,463361,49.7,2017,8,-1.376717281,Negative
BAJFINANCE,EQ,2017-08-21,1704.95,1704.95,1731,1678.55,1685.2,1690.6,1712.76,1090057,1867000637,38619,706412,64.81,2017,8,-0.841666911,Slight negative
BAJFINANCE,EQ,2017-08-22,1690.6,1708,1713.6,1662.55,1683,1682.9,1690.26,654334,1105993187,26671,181249,27.7,2017,8,-0.4554596,No change
BAJFINANCE,EQ,2017-08-23,1682.9,1695.9,1784.7,1695.9,1779,1779.3,1750.64,1825088,3195076773,63224,560673,30.72,2017,8,5.728207261,Among top gainers
BAJFINANCE,EQ,2017-08-24,1779.3,1791.4,1797.7,1752.8,1761.9,1760.1,1772.56,1324532,2347815322,38863,509761,38.49,2017,8,-1.079076041,Negative
BAJFINANCE,EQ,2017-08-28,1760.1,1773.5,1837.4,1767,1831,1829.95,1813.4,1347345,2443272982,51479,438245,32.53,2017,8,3.968524516,Among top gainers
BAJFINANCE,EQ,2017-08-29,1829.95,1835,1835,1762,1770,1773.4,1793,1482257,2657680345,49517,513073,34.61,2017,8,-3.090248367,Among top losers
BAJFINANCE,EQ,2017-08-30,1773.4,1798,1819.4,1777.05,1788,1788.05,1801.47,1064601,1917843415,32167,301971,28.36,2017,8,0.826096763,Slight positive
BAJFINANCE,EQ,2017-08-31,1788.05,1797.4,1805.7,1770,1790,1781.9,1787.47,1116765,1996186848,32145,568768,50.93,2017,8,-0.343950113,No change
BAJFINANCE,EQ,2017-09-01,1781.9,1790,1807,1790,1799.95,1799.95,1799.21,489396,880526551.2,19357,144505,29.53,2017,9,1.01296369,Positive
BAJFINANCE,EQ,2017-09-04,1799.95,1797.95,1820,1775.55,1801,1801.35,1798.73,658965,1185298372,25495,132434,20.1,2017,9,0.077779938,No change
BAJFINANCE,EQ,2017-09-05,1801.35,1809.85,1815.3,1784.55,1793,1794.4,1798.68,741229,1333236272,30165,269209,36.32,2017,9,-0.385821745,No change
BAJFINANCE,EQ,2017-09-06,1794.4,1782,1883,1777.7,1859.7,1858.95,1845.35,2742892,5061604599,66627,683408,24.92,2017,9,3.59730272,Among top gainers
BAJFINANCE,EQ,2017-09-07,1858.95,1880,1985.9,1871.15,1963,1963.2,1927.47,4271734,8233649354,88541,1597886,37.41,2017,9,5.608004519,Among top gainers
BAJFINANCE,EQ,2017-09-08,1963.2,1970,1974.95,1881,1888,1891.2,1912.28,2856329,5462110854,97619,874438,30.61,2017,9,-3.667481663,Among top losers
BAJFINANCE,EQ,2017-09-11,1891.2,1900,1935.45,1898.05,1921.3,1920.45,1921.36,1098804,2111197299,35104,258097,23.49,2017,9,1.546637056,Positive
BAJFINANCE,EQ,2017-09-12,1920.45,1935,1935,1886.6,1894,1894.4,1897.68,1473997,2797173472,36080,777639,52.76,2017,9,-1.356452915,Negative
BAJFINANCE,EQ,2017-09-13,1894.4,1895,1924.7,1895,1910.6,1907.15,1911.94,810810,1550220895,27216,282546,34.85,2017,9,0.673036318,Slight positive
BAJFINANCE,EQ,2017-09-14,1907.15,1913,1935.5,1901,1913.9,1909.9,1916.61,951870,1824360919,37832,322852,33.92,2017,9,0.144194217,No change
BAJFINANCE,EQ,2017-09-15,1909.9,1895.6,1912.1,1881.4,1903.55,1902.75,1897.94,922149,1750185270,37374,318560,34.55,2017,9,-0.37436515,No change
BAJFINANCE,EQ,2017-09-18,1902.75,1916,1929.25,1906.6,1912.5,1911.65,1918.61,430947,826819504.3,16318,180792,41.95,2017,9,0.467744055,No change
BAJFINANCE,EQ,2017-09-19,1911.65,1924.1,1928.7,1904.05,1912,1911.8,1916.78,598020,1146272073,22194,253830,42.45,2017,9,0.007846625,No change
BAJFINANCE,EQ,2017-09-20,1911.8,1918.8,1918.85,1900,1904.5,1904.9,1907.55,377551,720198208.9,20822,145930,38.65,2017,9,-0.360916414,No change
BAJFINANCE,EQ,2017-09-21,1904.9,1908,1926,1871.55,1916.6,1919.5,1900.63,754880,1434748303,32860,244885,32.44,2017,9,0.766444433,Slight positive
BAJFINANCE,EQ,2017-09-22,1919.5,1910,1910,1847,1858,1863.15,1868.15,1772943,3312125707,72997,926222,52.24,2017,9,-2.935660328,Negative
BAJFINANCE,EQ,2017-09-25,1863.15,1859.95,1859.95,1759,1799.7,1796,1802.04,1826884,3292126622,67330,838025,45.87,2017,9,-3.604111317,Among top losers
BAJFINANCE,EQ,2017-09-26,1796,1796,1862.8,1780.95,1839,1840.1,1819.82,1044947,1901610946,35310,221426,21.19,2017,9,2.45545657,Positive
BAJFINANCE,EQ,2017-09-27,1840.1,1859,1859,1795.25,1808.2,1806.75,1820.25,764148,1390939693,28133,178509,23.36,2017,9,-1.8124015,Negative
BAJFINANCE,EQ,2017-09-28,1806.75,1817,1855,1791,1840.2,1842.85,1836.41,3925555,7208934248,62434,2845520,72.49,2017,9,1.99806282,Positive
BAJFINANCE,EQ,2017-09-29,1842.85,1857.95,1875,1830.35,1836.1,1838.05,1857.6,1216964,2260636381,48509,384644,31.61,2017,9,-0.260466126,No change
BAJFINANCE,EQ,2017-10-03,1838.05,1860,1873.5,1831.7,1872.95,1867.8,1856.41,975293,1810539250,33905,535047,54.86,2017,10,1.618563151,Positive
BAJFINANCE,EQ,2017-10-04,1867.8,1879.95,1879.95,1852,1862,1862.65,1863.91,538069,1002910578,23734,169438,31.49,2017,10,-0.275725452,No change
BAJFINANCE,EQ,2017-10-05,1862.65,1865,1885.5,1855.4,1867,1866.2,1872.35,398463,746062275.8,18446,88363,22.18,2017,10,0.190588677,No change
BAJFINANCE,EQ,2017-10-06,1866.2,1880,1934.55,1868.4,1926,1923.6,1906.7,1227615,2340687927,31737,293154,23.88,2017,10,3.075768942,Among top gainers
BAJFINANCE,EQ,2017-10-09,1923.6,1928,1954,1916,1940.5,1941.3,1938.19,999574,1937362471,35652,314837,31.5,2017,10,0.920149719,Slight positive
BAJFINANCE,EQ,2017-10-10,1941.3,1944,1959.4,1943,1949.75,1950.8,1950.94,517117,1008863606,20493,158575,30.67,2017,10,0.489362798,No change
BAJFINANCE,EQ,2017-10-11,1950.8,1967,1967,1901.95,1922.85,1923.55,1933.33,726978,1405488999,28265,277413,38.16,2017,10,-1.396862826,Negative
BAJFINANCE,EQ,2017-10-12,1923.55,1940,1957.75,1923,1953,1953.15,1939.04,1019350,1976564299,20123,604957,59.35,2017,10,1.53882145,Positive
BAJFINANCE,EQ,2017-10-13,1953.15,1955.1,1973.7,1948.45,1953,1953.05,1955.5,849832,1661844703,26474,460159,54.15,2017,10,-0.005119934,No change
BAJFINANCE,EQ,2017-10-16,1953.05,1966,1967,1875.35,1882.45,1886.3,1920.54,2652753,5094715937,78653,1341251,50.56,2017,10,-3.417731241,Among top losers
BAJFINANCE,EQ,2017-10-17,1886.3,1880.25,1902,1856.4,1872,1867.1,1879.04,1782421,3349239353,55613,604632,33.92,2017,10,-1.017865663,Negative
BAJFINANCE,EQ,2017-10-18,1867.1,1870,1884,1848.65,1872.9,1868.5,1867.98,710046,1326354711,31751,262659,36.99,2017,10,0.074982593,No change
BAJFINANCE,EQ,2017-10-19,1868.5,1872.8,1872.8,1832,1839.25,1845.9,1854.36,169845,314953117.5,6851,74078,43.62,2017,10,-1.209526358,Negative
BAJFINANCE,EQ,2017-10-23,1845.9,1845,1856.9,1812.2,1836.4,1833.75,1832.25,1011137,1852659365,28835,468621,46.35,2017,10,-0.658215505,Slight negative
BAJFINANCE,EQ,2017-10-24,1833.75,1848,1848,1816,1826,1826.05,1828.03,929872,1699829366,32263,527972,56.78,2017,10,-0.419904567,No change
BAJFINANCE,EQ,2017-10-25,1826.05,1820,1820,1713.55,1731.9,1726.35,1747.97,2865279,5008421484,78688,1674601,58.44,2017,10,-5.459872402,Among top losers
BAJFINANCE,EQ,2017-10-26,1726.35,1739,1766,1700.1,1754.1,1746.75,1742.35,1641262,2859656615,54063,717540,43.72,2017,10,1.1816839,Positive
BAJFINANCE,EQ,2017-10-27,1746.75,1760.05,1828.65,1752.45,1823.5,1819,1803.07,1656079,2986020937,40849,767329,46.33,2017,10,4.136253041,Among top gainers
BAJFINANCE,EQ,2017-10-30,1819,1832,1836.25,1797.8,1804.3,1804.3,1812.83,563901,1022259449,18534,196030,34.76,2017,10,-0.808136339,Slight negative
BAJFINANCE,EQ,2017-10-31,1804.3,1787,1824.05,1774.55,1800.2,1800.6,1800.2,764883,1376943974,26964,251068,32.82,2017,10,-0.205065676,No change
BAJFINANCE,EQ,2017-11-01,1800.6,1809.6,1819.7,1801,1804.15,1806.75,1809.47,468999,848640264.3,13867,176030,37.53,2017,11,0.341552816,No change
BAJFINANCE,EQ,2017-11-02,1806.75,1815,1821.9,1802,1810,1810.2,1810.78,458603,830428226.3,17854,214936,46.87,2017,11,0.190950602,No change
BAJFINANCE,EQ,2017-11-03,1810.2,1825,1845,1808.4,1833.65,1836.95,1827.91,769995,1407480453,27818,377379,49.01,2017,11,1.477737267,Positive
BAJFINANCE,EQ,2017-11-06,1836.95,1818,1844.9,1811.8,1816.15,1822,1831.05,583097,1067680073,19471,295547,50.69,2017,11,-0.813849043,Slight negative
BAJFINANCE,EQ,2017-11-07,1822,1848,1848,1773.3,1798.85,1802.55,1797.15,769590,1383071434,23907,313648,40.76,2017,11,-1.067508233,Negative
BAJFINANCE,EQ,2017-11-08,1802.55,1794.55,1804.9,1771.55,1782.45,1775.7,1785,549567,980975086.5,38151,279238,50.81,2017,11,-1.489556462,Negative
BAJFINANCE,EQ,2017-11-09,1775.7,1787.05,1793.4,1733,1753,1753,1757.93,866349,1522982760,37793,426981,49.29,2017,11,-1.278369094,Negative
BAJFINANCE,EQ,2017-11-10,1753,1731.1,1769,1731.1,1741,1745,1751.56,805954,1411677149,26854,447049,55.47,2017,11,-0.456360525,No change
BAJFINANCE,EQ,2017-11-13,1745,1759.95,1759.95,1718.5,1728,1728.75,1736.25,544530,945441622.5,36384,279343,51.3,2017,11,-0.931232092,Slight negative
BAJFINANCE,EQ,2017-11-14,1728.75,1731,1769.9,1720.2,1752,1754.9,1744.76,633554,1105398441,29951,193953,30.61,2017,11,1.512653651,Positive
BAJFINANCE,EQ,2017-11-15,1754.9,1762.1,1763.95,1707.05,1719,1713.8,1721.57,926465,1594969946,50982,458440,49.48,2017,11,-2.34201379,Negative
BAJFINANCE,EQ,2017-11-16,1713.8,1725,1780.2,1716.5,1777.75,1764.25,1742.16,901089,1569844848,36679,472597,52.45,2017,11,2.943750729,Positive
BAJFINANCE,EQ,2017-11-17,1764.25,1790,1817,1778.1,1780,1787.35,1796.68,943939,1695955573,34004,392311,41.56,2017,11,1.309338246,Positive
BAJFINANCE,EQ,2017-11-20,1787.35,1786.8,1807.5,1770.05,1805,1805.25,1795.2,602115,1080918085,28187,307818,51.12,2017,11,1.001482642,Positive
BAJFINANCE,EQ,2017-11-21,1805.25,1819,1822.75,1791.25,1807.8,1809.75,1809.44,495585,896730711.8,31788,244765,49.39,2017,11,0.249272954,No change
BAJFINANCE,EQ,2017-11-22,1809.75,1816.7,1816.7,1768.55,1773.8,1773.95,1777.15,738204,1311896228,38573,457817,62.02,2017,11,-1.978173781,Negative
BAJFINANCE,EQ,2017-11-23,1773.95,1777,1782.45,1747,1762.6,1763.65,1764.01,587412,1036202227,21004,280029,47.67,2017,11,-0.580625159,Slight negative
BAJFINANCE,EQ,2017-11-24,1763.65,1773,1798.3,1764,1785.1,1790,1787.18,572947,1023960777,25011,199726,34.86,2017,11,1.494060613,Positive
BAJFINANCE,EQ,2017-11-27,1790,1780,1784.3,1765,1772,1773.25,1773.47,573099,1016371803,20175,269114,46.96,2017,11,-0.93575419,Slight negative
BAJFINANCE,EQ,2017-11-28,1773.25,1772,1783.95,1762.5,1764.4,1766.4,1772.84,552962,980314318.4,24523,272475,49.28,2017,11,-0.386296349,No change
BAJFINANCE,EQ,2017-11-29,1766.4,1765,1777.95,1751,1755.4,1756.3,1760.9,687118,1209947268,21895,400782,58.33,2017,11,-0.57178442,Slight negative
BAJFINANCE,EQ,2017-11-30,1756.3,1754.85,1759.4,1722.35,1734.75,1727.05,1732.98,1304556,2260771042,30256,945414,72.47,2017,11,-1.665433013,Negative
BAJFINANCE,EQ,2017-12-01,1727.05,1737,1741.8,1705.3,1708,1711.6,1727.03,601822,1039361927,21368,302933,50.34,2017,12,-0.894589039,Slight negative
BAJFINANCE,EQ,2017-12-04,1711.6,1724,1724,1670.15,1675.8,1675.95,1682.06,802041,1349080082,40300,392675,48.96,2017,12,-2.082846459,Negative
BAJFINANCE,EQ,2017-12-05,1675.95,1675.95,1719,1661.05,1710,1707.4,1685.62,1109920,1870905926,44648,508540,45.82,2017,12,1.87654763,Positive
BAJFINANCE,EQ,2017-12-06,1707.4,1699.95,1714.9,1662.5,1674.95,1671.45,1682.6,933213,1570221451,48497,416557,44.64,2017,12,-2.105540588,Negative
BAJFINANCE,EQ,2017-12-07,1671.45,1685,1690.15,1661,1672,1676.3,1678.22,986167,1655007023,33701,545539,55.32,2017,12,0.29016722,No change
BAJFINANCE,EQ,2017-12-08,1676.3,1685,1708.2,1683.3,1706,1702.25,1698.19,767714,1303727658,34736,363165,47.3,2017,12,1.548052258,Positive
BAJFINANCE,EQ,2017-12-11,1702.25,1710,1720,1690.2,1708.95,1707.8,1706.63,616189,1051605380,32044,244995,39.76,2017,12,0.326039066,No change
BAJFINANCE,EQ,2017-12-12,1707.8,1705,1716,1690.1,1696.9,1699.25,1701.26,1051828,1789435910,26068,287433,27.33,2017,12,-0.500644104,Slight negative
BAJFINANCE,EQ,2017-12-13,1699.25,1694.75,1700.75,1661,1670,1671.8,1682.1,932378,1568349863,56437,437203,46.89,2017,12,-1.615418567,Negative
BAJFINANCE,EQ,2017-12-14,1671.8,1675,1698.9,1627.05,1692.5,1685.85,1656.79,1257072,2082704543,62443,509538,40.53,2017,12,0.840411532,Slight positive
BAJFINANCE,EQ,2017-12-15,1685.85,1700,1739.7,1692,1725,1729.6,1715.37,1507279,2585543229,46769,891481,59.15,2017,12,2.595130053,Positive
BAJFINANCE,EQ,2017-12-18,1729.6,1726,1773,1653.2,1754.9,1756.85,1746.21,1630170,2846622433,47529,704794,43.23,2017,12,1.575508788,Positive
BAJFINANCE,EQ,2017-12-19,1756.85,1766,1770.85,1739.05,1760.05,1757.75,1752.46,707467,1239809731,36199,287209,40.6,2017,12,0.05122805,No change
BAJFINANCE,EQ,2017-12-20,1757.75,1765,1785,1750,1770,1770.4,1770.77,957893,1696209301,39132,499255,52.12,2017,12,0.719670033,Slight positive
BAJFINANCE,EQ,2017-12-21,1770.4,1774.95,1774.95,1743.35,1755.5,1748.05,1754.27,896398,1572523191,32656,522823,58.32,2017,12,-1.26242657,Negative
BAJFINANCE,EQ,2017-12-22,1748.05,1756,1788.4,1750,1776.05,1782.45,1773.75,662716,1175495327,28292,228279,34.45,2017,12,1.967907096,Positive
BAJFINANCE,EQ,2017-12-26,1782.45,1784.7,1795,1774.2,1788,1789.5,1787.1,494224,883226060.6,18280,200663,40.6,2017,12,0.395523016,No change
BAJFINANCE,EQ,2017-12-27,1789.5,1797.2,1797.6,1762,1768.9,1770.95,1783.43,450413,803278246,15715,151100,33.55,2017,12,-1.036602403,Negative
BAJFINANCE,EQ,2017-12-28,1770.95,1780,1782,1745.5,1749,1755.15,1764.13,886376,1563684260,26893,522092,58.9,2017,12,-0.892176515,Slight negative
BAJFINANCE,EQ,2017-12-29,1755.15,1749.25,1765.9,1748.15,1760,1756.7,1757.61,447507,786541698.3,33248,233063,52.08,2017,12,0.08831154,No change
BAJFINANCE,EQ,2018-01-01,1756.7,1759.5,1760,1720.4,1733.85,1725.65,1735.49,535319,929040050.6,15343,287325,53.67,2018,1,-1.767518643,Negative
BAJFINANCE,EQ,2018-01-02,1725.65,1739.7,1739.7,1710,1722,1724.65,1724.04,576208,993408074.9,18519,233227,40.48,2018,1,-0.057949179,No change
BAJFINANCE,EQ,2018-01-03,1724.65,1727,1738.35,1711,1714.55,1715.3,1721.42,416136,716343469.1,23599,233552,56.12,2018,1,-0.542138985,Slight negative
BAJFINANCE,EQ,2018-01-04,1715.3,1725,1758.25,1714,1753.3,1754,1739.42,730147,1270035644,38646,377452,51.7,2018,1,2.256165102,Positive
BAJFINANCE,EQ,2018-01-05,1754,1766,1821,1759.1,1818,1814.5,1788.55,984327,1760513192,34458,422411,42.91,2018,1,3.449258837,Among top gainers
BAJFINANCE,EQ,2018-01-08,1814.5,1820,1843,1820,1833.1,1836.85,1833.42,825022,1512610921,53313,398084,48.25,2018,1,1.231744282,Positive
BAJFINANCE,EQ,2018-01-09,1836.85,1843,1843,1810,1810,1819.5,1826.33,512721,936395931.9,20923,202823,39.56,2018,1,-0.944551814,Slight negative
BAJFINANCE,EQ,2018-01-10,1819.5,1820,1820.95,1794,1800,1802.2,1803.52,406791,733656315.8,25341,164009,40.32,2018,1,-0.950810662,Slight negative
BAJFINANCE,EQ,2018-01-11,1802.2,1798,1798,1773.05,1780.9,1780.35,1784.12,818471,1460250799,34719,567851,69.38,2018,1,-1.212407058,Negative
BAJFINANCE,EQ,2018-01-12,1780.35,1783,1790.9,1751.15,1764.2,1770.1,1775.26,606316,1076365892,30809,283428,46.75,2018,1,-0.575729491,Slight negative
BAJFINANCE,EQ,2018-01-15,1770.1,1771,1794.9,1733,1737,1738.15,1758.11,847037,1489187325,33803,470863,55.59,2018,1,-1.804982769,Negative
BAJFINANCE,EQ,2018-01-16,1738.15,1745.8,1745.8,1684.6,1692,1687.35,1702.13,1076581,1832481398,50248,573521,53.27,2018,1,-2.922647643,Negative
BAJFINANCE,EQ,2018-01-17,1687.35,1695.1,1709.85,1665.7,1701.2,1701.2,1688.89,1199501,2025820719,57848,719106,59.95,2018,1,0.820813702,Slight positive
BAJFINANCE,EQ,2018-01-18,1701.2,1712,1717.25,1654,1655.05,1660.7,1678.87,961692,1614557545,53475,545469,56.72,2018,1,-2.380672466,Negative
BAJFINANCE,EQ,2018-01-19,1660.7,1660.9,1711.25,1632.6,1706,1701.9,1676.09,974597,1633515523,40611,396529,40.69,2018,1,2.480881556,Positive
BAJFINANCE,EQ,2018-01-22,1701.9,1714,1726,1678,1709.5,1706.35,1703.41,924498,1574800275,35237,413117,44.69,2018,1,0.261472472,No change
BAJFINANCE,EQ,2018-01-23,1706.35,1710,1718,1692.4,1711,1708.7,1704.03,1245493,2122354347,63364,744737,59.79,2018,1,0.137720866,No change
BAJFINANCE,EQ,2018-01-24,1708.7,1715,1746.85,1697.05,1739.75,1739.15,1732.5,1441313,2497070069,52165,685781,47.58,2018,1,1.782056534,Positive
BAJFINANCE,EQ,2018-01-25,1739.15,1741,1741.9,1703.4,1714,1710.3,1715.96,880891,1511573762,35833,446697,50.71,2018,1,-1.658856338,Negative
BAJFINANCE,EQ,2018-01-29,1710.3,1711,1735.25,1710,1719.65,1715.3,1719.91,643137,1106134895,28619,341533,53.1,2018,1,0.292346372,No change
BAJFINANCE,EQ,2018-01-30,1715.3,1715,1718.95,1671,1677,1678.4,1695.08,680104,1152829763,35443,369979,54.4,2018,1,-2.151227191,Negative
BAJFINANCE,EQ,2018-01-31,1678.4,1657.45,1690,1645,1677,1677.85,1664.18,1332225,2217057499,58047,762284,57.22,2018,1,-0.032769304,No change
BAJFINANCE,EQ,2018-02-01,1677.85,1681.8,1760,1644.75,1742.9,1729.45,1703.43,1939812,3304341337,57513,897589,46.27,2018,2,3.075364306,Among top gainers
BAJFINANCE,EQ,2018-02-02,1729.45,1708.05,1713,1620.2,1632.9,1628.9,1653.97,1645045,2720851310,63311,732562,44.53,2018,2,-5.813987106,Among top losers
BAJFINANCE,EQ,2018-02-05,1628.9,1600,1627.95,1546.5,1615,1604.95,1589.91,1472164,2340612552,53212,620791,42.17,2018,2,-1.470317392,Negative
BAJFINANCE,EQ,2018-02-06,1604.95,1530,1683.75,1511.2,1666,1662.15,1607.5,2109416,3390882510,64905,881144,41.77,2018,2,3.563973956,Among top gainers
BAJFINANCE,EQ,2018-02-07,1662.15,1680,1687,1620.6,1631,1641.65,1653.38,1466983,2425480979,40074,342529,23.35,2018,2,-1.233342358,Negative
BAJFINANCE,EQ,2018-02-08,1641.65,1654,1679,1638.05,1655,1662.15,1661.81,750746,1247597462,27106,255959,34.09,2018,2,1.248743642,Positive
BAJFINANCE,EQ,2018-02-09,1662.15,1629.05,1655,1617.3,1638.55,1639.4,1641.4,703720,1155083376,33226,238294,33.86,2018,2,-1.368709202,Negative
BAJFINANCE,EQ,2018-02-12,1639.4,1645,1656,1635.3,1642,1643.8,1647.68,472115,777896104.9,24997,150273,31.83,2018,2,0.268390875,No change
BAJFINANCE,EQ,2018-02-14,1643.8,1654,1696.95,1651.55,1664,1669.95,1679.72,1066036,1790646251,52988,356774,33.47,2018,2,1.590826135,Positive
BAJFINANCE,EQ,2018-02-15,1669.95,1678.8,1711.85,1601.8,1679,1677.05,1683.78,1177116,1982003883,40409,254043,21.58,2018,2,0.42516243,No change
BAJFINANCE,EQ,2018-02-16,1677.05,1690,1703.95,1671.55,1672.5,1675.25,1686.57,947685,1598333401,31802,439846,46.41,2018,2,-0.107331326,No change
BAJFINANCE,EQ,2018-02-19,1675.25,1675,1675,1623.55,1645.05,1642.7,1643.11,695310,1142473891,31155,251458,36.16,2018,2,-1.942993583,Negative
BAJFINANCE,EQ,2018-02-20,1642.7,1654.85,1657.7,1626,1626,1638.75,1642.29,583955,959021259.4,24082,210628,36.07,2018,2,-0.240457783,No change
BAJFINANCE,EQ,2018-02-21,1638.75,1658,1658,1587.3,1600,1596.45,1602.99,1689744,2708650437,65333,934539,55.31,2018,2,-2.581235698,Negative
BAJFINANCE,EQ,2018-02-22,1596.45,1588,1617.5,1576.45,1601,1600.35,1598.81,1050625,1679752970,39414,469633,44.7,2018,2,0.244292023,No change
BAJFINANCE,EQ,2018-02-23,1600.35,1606.8,1638,1602.35,1630,1633.4,1623.54,711474,1155106936,26095,354665,49.85,2018,2,2.065173243,Positive
BAJFINANCE,EQ,2018-02-26,1633.4,1640,1679.8,1636.5,1674,1674.95,1657.34,1036659,1718092508,45237,622443,60.04,2018,2,2.543773724,Positive
BAJFINANCE,EQ,2018-02-27,1674.95,1676,1679.95,1651,1652.15,1656.8,1660.67,605244,1005108217,31038,298400,49.3,2018,2,-1.083614436,Negative
BAJFINANCE,EQ,2018-02-28,1656.8,1644,1659.6,1629,1632.5,1640.25,1645.57,1756349,2890186920,84795,1188877,67.69,2018,2,-0.998913568,Slight negative
BAJFINANCE,EQ,2018-03-01,1640.25,1635,1666,1628,1658.45,1659.35,1652.22,1238390,2046088200,59500,688149,55.57,2018,3,1.164456638,Positive
BAJFINANCE,EQ,2018-03-05,1659.35,1660,1660,1621,1631.95,1636.95,1633.83,743779,1215209321,50523,379212,50.98,2018,3,-1.349926176,Negative
BAJFINANCE,EQ,2018-03-06,1636.95,1655,1671.85,1627.6,1628.75,1637.75,1652.31,944176,1560069889,36068,402338,42.61,2018,3,0.048871377,No change
